ASV	Class	Core	Relative_Abundance	Ash	Charred_Org_C	Mineral	Control_Mineral
b368237ec5631e976cf07b61a21af496	Gammaproteobacteria	None	2.85E-06	0	0	100	0
ef4be264869b2056c5119cdb81db3e95	Gammaproteobacteria	None	5.98E-05	0	0	100	0
60889c7cc1e4d2c8d7759adf8114aafe	Planctomycetes	None	4.98E-06	0	0	0	100
aefa570b5b22c8bc48563982c3727d94	Planctomycetes	None	2.13E-06	0	0	0	100
de681d9e1507c24f5ef365082335a040	Acidimicrobiia	None	4.98E-05	0	52.85714286	18.57142857	28.57142857
02ce3d462c7bcf3bf47ca33ac3c16835	Verrucomicrobiae	None	5.69E-05	0	100	0	0
475fb54bdcc3eb0e35c9878d4bbe6e30	Bacteroidia	None	1.49E-05	0	0	100	0
b68d37c54d56bdca4e3884747082172b	Bacilli	None	0.00060774	0	0	100	0
e82e3a48939cebb56f0e88d691f97ccd	Verrucomicrobiae	None	9.96E-06	0	100	0	0
dfce827dfc3873e2615ac0269bff6493	Gammaproteobacteria	None	0.000188584	81.50943396	6.037735849	12.45283019	0
d12e8005dc549c4b5fae4c401ccec815	Planctomycetes	None	1.99E-05	0	0	0	100
98caa397ebc1c73d635724a733438d11	Gammaproteobacteria	None	7.83E-06	0	0	0	100
2c64815a0d5126e4b5869b596f3106c3	Verrucomicrobiae	None	3.91E-05	0	0	0	100
717c363d474a28d21daebe772e27d9f1	Gammaproteobacteria	None	9.96E-06	0	0	0	100
8abdf967e5b46a4af2dc34923219a392	Verrucomicrobiae	None	0.000127383	0	0	0	100
4ea5c1416ef5d0a3fe9ee84d2795ee35	Bacteroidia	None	4.27E-06	0	100	0	0
fb1ab5494b00c440e3daf796fe7cbb6e	Alphaproteobacteria	None	8.04E-05	0	0	100	0
e0733d1ed15a3abfb5618d6ac1793014	Verrucomicrobiae	None	2.13E-06	0	0	0	100
63d67e56049472514169cdf759d9a9dc	Gammaproteobacteria	None	3.63E-05	0	0	0	100
9c3f733efb8f1225e33ef31b9a3d46f0	Gammaproteobacteria	None	1.42E-06	0	0	0	100
8fa39047c917141ed4966b56c232ec74	Alphaproteobacteria	None	2.85E-06	0	0	0	100
2d9a9222937c62a0fbe842aa039d6c69	Bacilli	None	5.62E-05	0	41.7721519	58.2278481	0
86856b09cfa759f6a5bcf01201a21f92	Alphaproteobacteria	None	2.13E-06	0	100	0	0
b9fcd7d71b74853248517b892d03a745	Bacteroidia	None	2.06E-05	0	100	0	0
5b4d690fee5d5fbaa8443fc4aaff3ea1	Alphaproteobacteria	None	1.99E-05	100	0	0	0
7fc6cb46a91e3728055fb9dfce3cf0b5	Verrucomicrobiae	None	4.20E-05	0	0	0	100
9b41156aa03374c0446344d824b191a7	Bacteroidia	None	5.69E-06	0	0	0	100
0649da7b67156aed2b87a455e44c6a3c	Gammaproteobacteria	None	0.00029533	0	0	100	0
77e2e27b99ddc2bf74d2fbd1da29748e	Actinobacteria	None	2.85E-05	0	100	0	0
fc0fd5b7102d9e45c34d37fa2ea22134	Alphaproteobacteria	None	2.13E-06	0	0	100	0
5a7d4993719ea824f7a017eee64b872d	Gammaproteobacteria	None	4.48E-05	0	55.55555556	44.44444444	0
14b02dbf8e8472093c736566cb10b949	Acidimicrobiia	None	3.56E-06	0	0	0	100
735e187360fdf25275eaef881190740e	Alphaproteobacteria	None	4.55E-05	0	0	0	100
4893962a499da9cdd05019a8d4a8e1e5	Verrucomicrobiae	None	7.12E-06	0	0	0	100
a040152b8f67d8bd6ba5ca017cd27da6	Bacteroidia	None	1.14E-05	0	0	0	100
543fcf2157e2f7fb6a43e2e5e9c53aaf	Verrucomicrobiae	None	1.35E-05	0	0	100	0
50ddf831f53ab72c94a1d0f85d3694be	Verrucomicrobiae	None	0.000128095	0	0	3.333333333	96.66666667
61894dcfeaa23d9b5501495db5ef25bf	Bacilli	None	1.99E-05	0	39.28571429	60.71428571	0
0e233e32e0952b4ff956f34c5273c022	Bacilli	None	8.54E-06	0	100	0	0
c489a5dd3e6b99cbbe986a7965f907ff	Actinobacteria	None	1.78E-05	0	100	0	0
097ce8d758e1b460158f9048368fd321	Planctomycetes	None	2.78E-05	0	0	0	100
4435f9b1d786226da8a9d2764f9cd71c	Verrucomicrobiae	None	9.25E-06	0	0	0	100
83a7290af55897d9a7477f2650062cc3	Alphaproteobacteria	None	2.21E-05	51.61290323	0	0	48.38709677
8e90d79cb6c077ff336ce3a62f477fbb	Bacteroidia	None	2.13E-06	0	0	100	0
11efae12dd73af97d9c5a567dd3ebfdd	Bacilli	None	0.000777821	0	0	100	0
c0da9903242444df68133629d862ef46	Gammaproteobacteria	None	2.85E-06	0	100	0	0
1390be990b3eede8ecc6bc9d45d2f008	Actinobacteria	None	0.000359378	0	71.88118812	28.11881188	0
865e2a006a78475f5a8b660f6103acec	Alphaproteobacteria	None	4.27E-06	0	100	0	0
00959fcee2b9494966f6d4cb8ae647fd	Bacteroidia	None	8.54E-06	0	0	100	0
f36e20de3f5be5f26cf3af85351b6c0b	Alphaproteobacteria	None	9.25E-06	0	100	0	0
078035cd923fcc46dea7033d8a555e49	Actinobacteria	None	9.25E-06	0	100	0	0
f3eb937675dcf9526c4060c7d9510ab9	Planctomycetes	None	1.42E-06	0	0	0	100
9eab7c1d823a0772d00a36395ef8040d	Alphaproteobacteria	None	2.13E-06	0	0	0	100
96dccb53652b1339d3b3642a5876d8f1	Alphaproteobacteria	None	0.000446198	0	2.551834131	50.39872408	47.04944179
376d6b271d1b5e253934d85cf4acb834	Verrucomicrobiae	None	4.41E-05	0	70.96774194	0	29.03225806
5754540fa491516ae60287a6684c9ae5	Bacteroidia	None	9.25E-06	100	0	0	0
b66f362bd3bc03a25b7b266d4c5d04a2	Gammaproteobacteria	None	4.27E-06	0	0	0	100
4cf2f99668b89ed101affd991efaac53	Alphaproteobacteria	None	0.000108881	0	16.33986928	60.13071895	23.52941176
5409541aee0a09934ea63c4b9bca7e28	Actinobacteria	None	2.85E-06	0	0	100	0
c08f8fdaeee13bba2375039e6ab1a9f0	Alphaproteobacteria	None	2.85E-06	100	0	0	0
4a60e8938045769e89e99802703901ea	Planctomycetes	None	0.000175063	0	0	0	100
bb04b0244b97a1739e56bfffbe5ddd4d	Gammaproteobacteria	None	6.40E-06	0	100	0	0
0a0d5a01af971b1a1d9e0cc309871f71	Bacteroidia	None	3.56E-06	0	0	100	0
3fbcb16c1f270db8d41a2ae897e8d047	Gammaproteobacteria	None	1.42E-06	0	0	0	100
caa115aa6cbbdd9a768dbec4ae860af8	Alphaproteobacteria	None	2.13E-06	0	0	0	100
923842b8016ba48b82ca96ab1592cc2f	Verrucomicrobiae	None	6.33E-05	0	22.47191011	77.52808989	0
416549c34eab711c426924fe17a9a877	Bacilli	None	6.12E-05	0	27.90697674	72.09302326	0
68dd3704ba511719c960e5baaca1e215	Verrucomicrobiae	None	1.14E-05	0	0	0	100
3ef24e9d25534df30c3cbcab523c9237	Verrucomicrobiae	None	3.99E-05	0	0	0	100
c18c52f18a3e19c0571f8baa912485da	Bacteroidia	None	1.35E-05	0	100	0	0
71331c82b1366b2d75bf2a5bf3db59d8	Alphaproteobacteria	None	1.42E-06	0	0	0	100
7e8fb6b42916c7f7d3019d441d26df3f	Actinobacteria	None	0.000111727	0	54.14012739	45.85987261	0
b9c3ae44acf989f4d448136fa886d701	Gammaproteobacteria	None	0.000111727	0	60.50955414	39.49044586	0
2d08d369a5fd7df670cf7cd9343c634d	Bacilli	None	0.000125248	0	68.75	31.25	0
62615cd25d0804f96b3f655f1a7a3797	Bacteroidia	None	4.34E-05	29.50819672	70.49180328	0	0
95fb71f5fee7b16e5c49397d1607de8e	Bacteroidia	None	7.12E-06	0	100	0	0
6e897237770b25d90f874d57a805aedb	Planctomycetes	None	2.85E-06	0	0	0	100
cfaf5bb266d3641c2b939b87bf53963f	Acidimicrobiia	None	2.13E-06	0	0	0	100
d815a1999180de9eb1a059391810884c	Planctomycetes	None	1.85E-05	0	0	0	100
ba4b3d63552e840f31861b23bad68857	Alphaproteobacteria	None	1.07E-05	0	0	0	100
c4ad9cbb7f4ef058ea7c9055d670f673	Planctomycetes	None	8.54E-06	0	0	0	100
87803b4d3bee3d20747991d52cd76337	Bacteroidia	None	2.85E-06	0	0	100	0
a0c15a8aa66b202506b0cae69347ac52	Verrucomicrobiae	None	2.21E-05	0	0	0	100
9cc47b9564dedf5b5efbda968caf41bf	Alphaproteobacteria	None	1.99E-05	35.71428571	64.28571429	0	0
58bebcd35cb1647b091a6fda7a885385	Alphaproteobacteria	None	2.13E-06	0	0	0	100
aa165931fcb18f731d2a3872ce3efff6	Planctomycetes	None	5.69E-06	0	0	0	100
cd19648df50b4d16dbc1f555caf4ab7b	Verrucomicrobiae	None	6.40E-06	0	0	0	100
4c3ebd8ecd3278a7e5e454bca5d3502b	Bacilli	None	0.000796324	18.31992851	73.99463807	7.685433423	0
4e6488dfc93f2eefe477c4511d0e8a49	Gammaproteobacteria	None	0.000273981	81.55844156	18.44155844	0	0
b3d31b9690c935835172f13de0c77851	Verrucomicrobiae	None	4.70E-05	0	0	100	0
6be1fea596fdd652fb0fe976f2c4675c	Gammaproteobacteria	None	3.56E-06	0	100	0	0
3d5dbdc80c57e07e9b826e5babc2d45b	Verrucomicrobiae	None	2.56E-05	0	0	0	100
ac52687314079c634a1be5c30f687bb7	Planctomycetes	None	7.47E-05	0	0	100	0
fe64018f723cc9b816ff587e91fc26c0	Alphaproteobacteria	None	4.27E-06	0	0	100	0
1d71a2ce7eb74948145dcb896cee5758	Alphaproteobacteria	None	1.42E-05	0	0	0	100
0646594904384c952cfd5d4c31c38e48	Alphaproteobacteria	None	5.69E-06	0	0	100	0
258bbb2ba0861821b8f9bf8d4a49ab89	Alphaproteobacteria	None	0.000506687	93.3988764	0	0	6.601123596
b30742b6f4a70bf9514cf9937f6a0b92	Bacteroidia	None	4.98E-05	0	55.71428571	44.28571429	0
3d69e2f84a880e7bf9b2123f9a806acd	Alphaproteobacteria	None	1.92E-05	0	51.85185185	48.14814815	0
69235e2201fbb1a256e87ce320ce3ddd	Acidimicrobiia	None	1.42E-05	0	0	0	100
227b7a4c194ea39cf3686d285a93541a	Alphaproteobacteria	None	1.78E-05	0	0	0	100
418b4faca469373882310d1205e2ee70	Bacteroidia	None	2.85E-06	0	0	0	100
42c4dc61e4ade3138f23440f669de948	Gammaproteobacteria	None	3.56E-06	100	0	0	0
70c62c6a1e03b61518bf88fdfe833d5f	Alphaproteobacteria	None	9.75E-05	0	41.60583942	58.39416058	0
6637dec12b8f1c26b0875ae313b773b6	Blastocatellia	None	1.99E-05	0	0	0	100
927e01b09870bc7508f398f76b2914f9	Verrucomicrobiae	None	5.12E-05	0	0	0	100
c1b93584b26d8269dedb726947189485	Verrucomicrobiae	None	1.42E-05	0	0	0	100
cb3a6c5ded10e0c643eafa167c13382c	Alphaproteobacteria	None	7.83E-06	0	0	0	100
c0e401a9ec4d7d204d57b7f2724b6897	Bacteroidia	None	3.99E-05	0	0	100	0
b214b2e5415213cbf4f44b835dd60213	Verrucomicrobiae	None	1.42E-06	0	100	0	0
768d500dec54c80d5ef769902dadd792	Planctomycetes	None	1.07E-05	100	0	0	0
94505a24ec0377268ef48925339a79ff	Gammaproteobacteria	None	4.27E-06	100	0	0	0
07577ac2f00edd30d4a945d21a834d49	Alphaproteobacteria	None	4.27E-06	0	0	100	0
b13315ab3a49d4e664f1bb02975d9374	Actinobacteria	None	3.56E-06	0	0	0	100
52e970ce209bb16e226bd91cbec7e3aa	Bacteroidia	None	3.42E-05	0	45.83333333	54.16666667	0
170eba230fb4ed726220a1d622885222	Alphaproteobacteria	None	0.000259748	0	20	80	0
d326244c010fb671dcf6d32bde6f1fbd	Bacteroidia	None	0.000124537	0	6.285714286	32	61.71428571
0197e259c1329246b534a8c2d33eef16	Bacteroidia	None	2.85E-06	0	100	0	0
e160e6b574509dc082e92a2038ca11d4	Alphaproteobacteria	None	5.69E-06	0	0	100	0
a063f6e9ae9aaa3d3e34b7303b50b23d	Gammaproteobacteria	None	1.42E-06	0	100	0	0
a5b7beb399a903126ab9351d94dd2481	Gammaproteobacteria	None	4.48E-05	0	84.12698413	15.87301587	0
57a2e584dc09a04d248ff91a4436db7c	Planctomycetes	None	2.85E-06	0	0	0	100
fdbd7de8d0ebee5a9c6a928474f29975	Bacteroidia	None	2.85E-06	0	100	0	0
ba9ecb28932826e70d43988826679fbc	Bacteroidia	None	0.000108881	5.22875817	94.77124183	0	0
f92d5558cef49b9f9b580aeab9f297a8	Alphaproteobacteria	None	9.25E-06	0	0	0	100
f4aa981e68c98c4087581176de1f6433	Alphaproteobacteria	None	6.40E-06	0	0	0	100
666951d8ce00412fcae4dfd0bd3e8ed6	Planctomycetes	None	4.70E-05	0	0	0	100
eaa7cbd805cbbdf1b469735271df120c	Bacteroidia	None	9.96E-06	0	0	100	0
66f242afc94b8921b3eccd5a5327bda0	Planctomycetes	None	1.28E-05	0	100	0	0
861c357388b498ed9ef7ef6440b4dffa	Bacteroidia	None	0.002915585	0	69.9536246	30.0463754	0
8d27f553e2ddd1a75b0a15da7983a7e5	Actinobacteria	None	0.000606316	0	100	0	0
56249833648df7ad31f5980366e2d3b6	Actinobacteria	None	3.56E-06	0	0	100	0
4b3fc2d4d4c10ab3e64f233a4fff83a4	Bacteroidia	None	0.001459571	0	93.02779132	6.972208679	0
5e6f14c6c510b974ee90d01d82ec5819	Planctomycetes	None	5.69E-06	0	0	0	100
ab592537d20bfc1b5553383ece9ead8b	Bacteroidia	None	6.62E-05	0	3.225806452	83.87096774	12.90322581
cbf22aad39194da4b58d62b92beee940	Planctomycetes	None	1.42E-05	0	0	100	0
bd78ef058f81e23b3e3491c0bb50e4b0	Planctomycetes	None	3.49E-05	0	0	0	100
6e1575cfc367c39ec52c4d1e699a1fb2	Gammaproteobacteria	None	9.96E-06	0	0	0	100
cc52d51ef41eda377f6f26631bdaa7b7	Verrucomicrobiae	None	6.05E-05	0	56.47058824	0	43.52941176
1098d6cce2cfdad47aaa1b9559b6b0a9	Verrucomicrobiae	None	2.85E-06	0	0	0	100
bc6b94c5ae80dc08412374fbe7260a5b	Bacteroidia	None	5.27E-05	0	0	74.32432432	25.67567568
b08748835d575546af1b71583e079091	Verrucomicrobiae	None	1.42E-06	0	0	0	100
cb39a6d22f2bbd3af56b80e7194b77eb	Verrucomicrobiae	None	0.001145739	55.65217391	39.37888199	4.968944099	0
2f5884ce858c95bc54d6b4a0e2170651	Verrucomicrobiae	None	8.11E-05	1.754385965	98.24561404	0	0
13fd47213c2ac0a5bc2776572e8cbd88	Bacteroidia	None	2.70E-05	0	0	0	100
4333c68e2353c572a5b741a2f33273bb	Alphaproteobacteria	None	3.56E-06	0	0	0	100
bf121ab35dfaebcac0746bb9ce8f4780	Bacteroidia	None	1.78E-05	0	100	0	0
ea34a42f62a1327c5e4630e6f600e7c3	Gammaproteobacteria	None	1.42E-06	0	0	0	100
1e9bfce4c921c2b2b36f90e794cfe453	Bacteroidia	None	2.85E-06	0	100	0	0
a8deaf36c601893fbd777fdaa84714a5	Verrucomicrobiae	None	1.28E-05	0	100	0	0
8c3cab1a09a73d7f5252486ee046fc4f	Bacilli	None	6.48E-05	0	100	0	0
0bb22c6bf4101c8df3e12b992a62b7d8	Verrucomicrobiae	None	2.21E-05	100	0	0	0
6faf94e1208d9b27cf0ccf9acdcf17e1	Alphaproteobacteria	None	1.71E-05	0	0	0	100
9ebb3b3549d427112b8665fe9cd5d88f	Alphaproteobacteria	None	9.96E-06	0	100	0	0
71dc9abd9ec33275314ac1b7db736252	Planctomycetes	None	5.98E-05	0	0	0	100
ed312e033ab2b0acbcee3eef16755888	Alphaproteobacteria	None	3.70E-05	0	0	0	100
571b4afea17a731c159779fb97153475	Alphaproteobacteria	None	9.25E-06	0	100	0	0
02243adbec4ea85230f5e47f140f294b	Verrucomicrobiae	None	4.27E-06	0	0	0	100
303fc5ca9864033a92a5360e445c8593	Bacilli	None	3.06E-05	0	34.88372093	65.11627907	0
8086795a041440b1458470952f6550a5	Actinobacteria	None	7.12E-06	0	0	100	0
0d67310eafc3e5914eeba73f9a127575	Alphaproteobacteria	None	6.05E-05	0	0	100	0
adb802d4ddc711e8b083e72e05afc772	Verrucomicrobiae	None	0.000320238	0	0	0	100
09cd34c0a8d66ae56faf4a62bc76371d	Actinobacteria	None	2.70E-05	0	100	0	0
71de97ec80e2bd959f43d5be7918f38c	Planctomycetes	None	2.85E-06	0	0	0	100
e07d811c9ce4bc988f35b88cb76b26e9	Acidimicrobiia	None	4.63E-05	0	18.46153846	58.46153846	23.07692308
0aa7fce4bc382a4bafe15f4316d77a0e	Planctomycetes	None	2.78E-05	0	0	0	100
101ab1c0cf819a3e48e09b3356bb6f3d	Verrucomicrobiae	None	7.83E-05	80.90909091	19.09090909	0	0
166816c65869438460781b43fc3ce2d1	Planctomycetes	None	2.85E-05	0	0	100	0
a8d6ce731974a31e67e628f063b4449c	Alphaproteobacteria	None	6.19E-05	0	70.11494253	29.88505747	0
23f93024240b1ad33e45d69154223fc5	Verrucomicrobiae	Unburned Mineral	0.000139481	0	0	0	100
0e820ac4ccac286677a25618e483bfb7	Bacteroidia	None	9.25E-06	0	0	0	100
00c948b151dc2b4b76b042c5d59bf45e	Bacteroidia	None	9.25E-06	0	0	100	0
f844a290da4dd6b553422ca7010b2e0a	Alphaproteobacteria	None	2.35E-05	0	42.42424242	57.57575758	0
b29068d9e562e06ac27c78da6f2f15f2	Verrucomicrobiae	None	0.00024765	0	0	100	0
315543f28992a9bbe9f89979cddd4662	Alphaproteobacteria	None	0.000360089	0	75.09881423	19.76284585	5.138339921
11f6d71b95ab917da35b67463992568c	Gammaproteobacteria	None	2.85E-05	0	50	50	0
f6f27807e96c8534d3f2bdb28ce4cb95	Bacteroidia	None	4.27E-06	0	0	100	0
00b5ff9915beef86a347a0146c1a405c	Bacteroidia	None	2.13E-06	0	0	0	100
667e7ce0a331a13590be54f7bb10f724	Bacteroidia	None	5.05E-05	0	80.28169014	19.71830986	0
bcc6da5f621cbdfc1f0c9becbac6cdff	Actinobacteria	None	4.98E-06	100	0	0	0
03fb85b5c904b5396f93d9653e2533e3	Verrucomicrobiae	None	2.70E-05	100	0	0	0
fde80e501b1a720be2bff6f4d0374851	Verrucomicrobiae	None	1.57E-05	0	0	0	100
bd68d9aebc8a288dfa0f97015da0c34d	Gammaproteobacteria	None	5.69E-06	100	0	0	0
4a92476c0c3ab1d8fa509a9db5ea79af	Bacilli	None	5.48E-05	0	100	0	0
df49e0d7a43bcbab703ec94ceedc0ab9	Gammaproteobacteria	None	4.98E-06	0	0	0	100
bb35120eff3a1dd126dcc188c1cc46ca	Verrucomicrobiae	None	4.41E-05	0	0	100	0
fd2899fba49792389b004ff5b4edc105	Gammaproteobacteria	None	0.00022132	18.64951768	56.59163987	24.75884244	0
cf002d569a89ef127b5605d149046c93	Planctomycetes	None	3.56E-06	0	0	0	100
62b9b5e8e4a346f1d37756187a5eb7d6	Bacteroidia	None	1.92E-05	0	0	100	0
57f235d28a7f6942eaa6a9f0a883b5f0	Verrucomicrobiae	None	1.78E-05	0	0	0	100
397cb3c073547d9f7c2c856eabaa87a0	Bacteroidia	None	7.12E-06	0	100	0	0
27ad3be98723217b66165df461f912b7	Verrucomicrobiae	None	3.56E-06	0	0	100	0
772040d7563cd07239a82ca7478f94f8	Alphaproteobacteria	None	1.21E-05	0	100	0	0
37f7e653c524430b8eb9cb764dd373d1	Verrucomicrobiae	None	1.42E-06	0	0	0	100
1aabd40373a9899e238363ac542892df	Gammaproteobacteria	None	2.99E-05	28.57142857	71.42857143	0	0
b86bcfa10c4260f2876ec57733382483	Bacteroidia	None	2.28E-05	0	59.375	40.625	0
0348bbf78800d31d8271c6b9f2d36f54	Bacteroidia	None	7.83E-06	0	0	100	0
de8b73c6ea41a019a9ab8081f77c7166	Bacteroidia	None	4.98E-06	0	0	0	100
9cf7dd8b50180e9a1d328992d8c28875	Bacteroidia	None	4.27E-06	100	0	0	0
cdbf709a59b2960ac1b7523311576251	Planctomycetes	None	1.99E-05	0	0	100	0
73c7bf82a9381237f8455ea25b10494a	Blastocatellia	None	2.13E-06	0	0	0	100
77da7e7bd513525d08facb547f36e378	Bacilli	None	1.64E-05	0	0	100	0
db658356d48b45d5e4de1202656c7ed8	Verrucomicrobiae	None	7.12E-06	0	0	0	100
500f89eb7927b89cf90326259be61f7c	Bacteroidia	None	0.000362936	0	11.17647059	88.82352941	0
7e0860fcdabfa29f621d8f99eef1630c	Bacteroidia	None	1.42E-05	0	75	25	0
e50171c43558e5bd4cff586780151cc2	Planctomycetes	None	1.85E-05	0	0	0	100
4e769357b8c85435acd182772be840e2	Alphaproteobacteria	None	3.56E-06	0	0	0	100
8a2c7204e4ccb87f984b34ef8b646352	Planctomycetes	None	2.85E-06	0	100	0	0
b743b9e74cb79b35db5be7d5ea54a73a	Bacteroidia	None	0.000103188	0	60.68965517	39.31034483	0
9ebd4d47c25e82ab5fff6ca85f1ad499	Alphaproteobacteria	None	0.000135923	100	0	0	0
dfaabff94dd9f6dd3f9f62da56b5ba7f	Bacteroidia	None	9.89E-05	0	100	0	0
a8ee1c1c6f5a660e3091597bad575cb7	Actinobacteria	None	3.56E-06	0	100	0	0
c2d499f78202ad360b2d28d10918b6d6	Alphaproteobacteria	None	2.99E-05	0	0	0	100
c4cde7ebdaa1145b6cc6ce568d8fd393	Verrucomicrobiae	None	3.70E-05	0	0	100	0
6cb87b9319bdbc4a22f4b297518fb8c7	Alphaproteobacteria	None	1.78E-05	0	0	100	0
06ad92b8571a601a6ba26f122d2b2a55	Gammaproteobacteria	None	2.35E-05	0	0	0	100
059bfadaaf0ac24a143f13418e0e8b22	Bacteroidia	None	2.13E-06	0	0	100	0
330a3ac9c10836d129fb4318c850d913	Acidimicrobiia	None	5.69E-06	0	0	0	100
9bcb5b5f6fd2fba8317b5761e398b27a	Alphaproteobacteria	None	3.56E-06	0	100	0	0
834e6ad4cabfe3c847d63bdedc42e4ac	Actinobacteria	None	3.56E-06	0	100	0	0
8410eca8e73d43aa61232b0e855f637e	Alphaproteobacteria	None	5.69E-06	0	0	0	100
f87fac0587d674e089d69d4ad4e9d0cf	Planctomycetes	None	1.35E-05	0	0	0	100
bc47879e3fd47b7231d4f6e9b5c05e4f	Verrucomicrobiae	None	1.85E-05	0	0	0	100
12ad889462a681958e40e6915e78df38	Gammaproteobacteria	None	2.85E-06	0	0	0	100
5dd9b4c4fb4de32a93a6e834dde0faa2	Bacteroidia	None	0.000702388	23.10030395	36.7781155	40.12158055	0
39d0886fd7c17062e525146be6e98f45	Verrucomicrobiae	None	2.70E-05	0	0	63.15789474	36.84210526
7e5cf46eb73280cb07394dbeae486ad9	Alphaproteobacteria	None	2.85E-06	0	100	0	0
c5985dbbc899a40375e28e33a5368251	Alphaproteobacteria	None	5.69E-05	0	0	0	100
63945242997d77d36942527575a8a99d	Planctomycetes	None	6.40E-06	0	0	0	100
637b9b3f4d1cbb1a10c07817619cdf69	Gammaproteobacteria	None	0.006701504	31.34756292	55.3360943	13.31634278	0
685b46a18b0a7930dbdfbd8c874c4f5f	Planctomycetes	None	1.49E-05	0	0	0	100
7f5e69a870ce488ecc744ba806f635d4	Verrucomicrobiae	None	4.27E-06	0	0	0	100
86c90c44da6d5776d6578069ead31fba	Gammaproteobacteria	None	2.13E-06	0	0	100	0
caad60e06001777663d87687cfc051e5	Bacilli	None	1.35E-05	0	100	0	0
cf5fb4391a4d4429fd77700d1d4873c4	Alphaproteobacteria	None	6.40E-06	0	0	0	100
fd94daf556635382915ef37390871334	Alphaproteobacteria	None	3.56E-06	0	0	0	100
a21e29f503ccecf29df19192d556395a	Planctomycetes	None	4.13E-05	0	0	0	100
d07c40a8e2e30a1bc7e8a98724d38521	Planctomycetes	None	5.69E-06	0	0	0	100
96c2efbbe0da807e0a445e5b8265c7cb	Verrucomicrobiae	None	6.26E-05	65.90909091	34.09090909	0	0
9170143295e4485d2e413fc0f0116f77	Bacilli	None	8.54E-06	0	100	0	0
4c1e34c78f511620a740f3a2aca6bd2c	Alphaproteobacteria	None	2.13E-06	100	0	0	0
585acbab6a2210c0f4feb3a5180a89a3	Gammaproteobacteria	None	9.68E-05	0	0	0	100
2c87d01f359e7d77cbdf931e0868986a	Bacteroidia	None	3.34E-05	0	0	100	0
47302d3023e6942d55033f3a8490c63f	Planctomycetes	None	2.21E-05	0	0	77.41935484	22.58064516
fc6622c636a5210293fb2873fc4761d9	Alphaproteobacteria	None	3.27E-05	100	0	0	0
2874989cffa0044d1564897b6beff56a	Bacteroidia	None	2.35E-05	0	60.60606061	39.39393939	0
8be7e334c9722503e0c2e8d00b3da6c2	Alphaproteobacteria	None	3.91E-05	0	0	0	100
a3eb12a4beaf86c511148211685bc56b	Bacteroidia	None	3.13E-05	0	0	100	0
e1a7d62b477402f1b3acd7211713c2ab	Planctomycetes	None	2.28E-05	0	59.375	0	40.625
6545431f71fdfefbfaa125b0d53a60d4	Planctomycetes	None	2.85E-06	0	0	0	100
d114fb4c335125128be28401522dd41a	Bacilli	None	7.12E-06	100	0	0	0
3107c931cbf9ff1f380dfc66b1aac132	Bacteroidia	None	7.12E-06	0	0	100	0
296d3d83922ccd5c9e88a5a69376974a	Bacteroidia	None	1.85E-05	0	100	0	0
b930fd74e26b232c95942a5e6632ffab	Gammaproteobacteria	None	2.13E-06	100	0	0	0
2e4e3b35249e8405f6edb55126bb77f2	Bacteroidia	None	0.001658119	0	0	98.45493562	1.545064378
326c4b0d7b21477ac9761e9675ccdfb6	Planctomycetes	None	2.06E-05	0	0	0	100
310abb9c42cb846fb152a5ef94174aa3	Bacteroidia	None	5.69E-06	0	100	0	0
a6841fd6c341bedd8a401cd08bb2763d	Planctomycetes	None	2.99E-05	0	0	0	100
4373cc824cd151a220ae9f646d61c630	Bacteroidia	None	1.71E-05	0	0	0	100
77ac72bf684c58d84ea557dbd5033711	Alphaproteobacteria	None	2.13E-06	0	0	100	0
964f34907444dd43ed504b24f3687ff3	Actinobacteria	None	4.20E-05	0	33.89830508	66.10169492	0
c942cf5aab58ca9e0343aba6f1b5fe6b	Alphaproteobacteria	None	6.40E-06	0	0	0	100
74a26e97b02fcab82b0d346de4920f75	Actinobacteria	None	0.00035155	0	0	9.311740891	90.68825911
f25734b4a230777aa5051fbde4756d39	Acidimicrobiia	None	9.25E-06	0	100	0	0
826898dd1ab95227d2a64de3294e40a8	Alphaproteobacteria	None	4.27E-06	100	0	0	0
e6edae9370833ddd3c2bf99ec68bf1e6	Gammaproteobacteria	None	5.69E-06	0	100	0	0
bcc288726058d04b9752f2eeb75b2be7	Bacteroidia	None	2.85E-06	0	0	100	0
4c5f816868edaba8231ea67f3c39c4fd	Planctomycetes	None	2.99E-05	0	0	0	100
b4a98b2a7c6722533466299478465c3e	Planctomycetes	None	7.12E-06	0	0	0	100
1894196202bd4ae9df14fb2736e14474	Acidimicrobiia	None	2.85E-06	0	0	0	100
be07c375fdfb2d9bcbd936a1371ae6aa	Bacteroidia	None	0.000175063	0	72.35772358	27.64227642	0
e0a52435ceccde3994e33c5483521e52	Bacteroidia	None	5.27E-05	0	100	0	0
e54b40712e2f6b102c410fa6786140de	Bacteroidia	None	4.70E-05	0	86.36363636	13.63636364	0
fd44a69bbe2cb1c10baeb251b96812e3	Verrucomicrobiae	None	2.13E-06	0	0	0	100
02996cfdae8b5b47ef071dc696b56eb8	Planctomycetes	None	3.13E-05	0	0	0	100
afb4dd59d047699b438708bb6a088dad	Verrucomicrobiae	None	6.40E-06	0	100	0	0
e5e285873afea9687505863cae52887e	Planctomycetes	None	1.42E-06	0	0	0	100
