feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
d__Bacteria...p__Acidobacteriota...c__Vicinamibacteria...o__Vicinamibacterales...f__uncultured...g__uncultured...s__uncultured_Acidobacteria.3	Site	SJ	1.003048934	0.331516191	74	44	0.003439042	0.015325311
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Isosphaerales...f__Isosphaeraceae...g__uncultured..	Site	SJ	-0.517239902	0.170885803	74	8	0.003427222	0.015325311
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Micromonosporales...f__Micromonosporaceae.....4	Site	SJ	-0.623831414	0.20656248	74	12	0.00349567	0.015491744
d__Bacteria...p__Acidobacteriota...c__Blastocatellia...o__11.24...f__11.24...g__11.24...s__uncultured_Acidobacteria	Site	SJ	1.200087647	0.397463912	74	30	0.003502826	0.015491744
d__Archaea...p__Crenarchaeota...c__Nitrososphaeria...o__Nitrososphaerales...f__Nitrososphaeraceae...g__Nitrososphaeraceae...1	Site	SJ	1.558127947	0.517778919	74	23	0.003607844	0.015896214
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_bacterium.5	Site	SJ	0.605281322	0.202485116	74	14	0.003824164	0.01678622
d__Bacteria...p__Chloroflexi...c__AD3...o__AD3...f__AD3...g__AD3...s__uncultured_Chloroflexi.1	Site	SJ	-0.879285832	0.294368395	74	12	0.003849118	0.016832709
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Streptomycetales...f__Streptomycetaceae...g__Streptomyces..	Site	SJ	-0.655784238	0.219651877	74	9	0.003865517	0.016841584
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_bacterium.26	Site	SJ	0.69292341	0.232623951	74	15	0.003942957	0.017115354
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_bacterium.55	Site	SJ	-1.032782508	0.347832442	74	35	0.004053376	0.017529728
d__Bacteria...p__Proteobacteria...c__Gammaproteobacteria...o__Burkholderiales...f__Nitrosomonadaceae...g__IS.44...s__metagenome	Site	SJ	1.084020239	0.36570005	74	31	0.004111984	0.017717814
d__Bacteria...p__Bacteroidota...c__Bacteroidia...o__Sphingobacteriales...f__Sphingobacteriaceae...g__Mucilaginibacter...1	Site	SJ	0.710069491	0.239719475	74	14	0.004137598	0.017762874
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_Planctomycetales.1	Site	SJ	-1.076126511	0.364699038	74	42	0.004275531	0.018288037
d__Bacteria...p__Acidobacteriota...c__Vicinamibacteria...o__Vicinamibacterales...f__uncultured...g__uncultured...s__uncultured_Acidobacteria.1	Site	SJ	0.855051878	0.290023496	74	15	0.004306562	0.018353785
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Rhizobiales...f__Devosiaceae...g__Devosia..	Site	SJ	1.078464028	0.366986973	74	38	0.004426182	0.018795235
d__Bacteria...p__Acidobacteriota...c__Blastocatellia...o__Blastocatellales...f__Blastocatellaceae...g__Blastocatellaceae...s__uncultured_bacterium	Site	SJ	0.999960757	0.340707448	74	19	0.004474077	0.018862324
d__Bacteria...p__Acidobacteriota...c__Vicinamibacteria...o__Vicinamibacterales...f__uncultured...g__uncultured...7	Site	SJ	0.950737119	0.323936721	74	27	0.004474169	0.018862324
d__Bacteria...p__Bacteroidota...c__Bacteroidia...o__Sphingobacteriales...f__Sphingobacteriaceae...g__Mucilaginibacter...2	Site	SJ	-0.721807114	0.246771201	74	20	0.004603679	0.019338752
d__Bacteria...p__Bacteroidota...c__Bacteroidia...o__Chitinophagales...f__Chitinophagaceae...g__Terrimonas...1	Site	SJ	1.100194713	0.376706207	74	23	0.004662647	0.019516507
d__Bacteria...p__Actinobacteriota...c__Acidimicrobiia...o__Microtrichales...f__Ilumatobacteraceae...g__uncultured...s__uncultured_bacterium	Site	SJ	1.087333258	0.37315906	74	36	0.004752988	0.019823849
d__Bacteria...p__Bacteroidota...c__Bacteroidia...o__Chitinophagales...f__Chitinophagaceae...g__Puia...s__uncultured_bacterium.3	Site	SJ	-0.525226073	0.18036267	74	12	0.004777581	0.019826089
d__Bacteria...p__Acidobacteriota...c__Vicinamibacteria...o__Vicinamibacterales...f__uncultured...g__uncultured...4	Site	SJ	0.902537506	0.310007566	74	15	0.004787358	0.019826089
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Bryobacterales...f__Bryobacteraceae...g__Bryobacter...1	Site	SJ	0.960732691	0.331260958	74	25	0.004941671	0.020393091
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Acetobacterales...f__Acetobacteraceae...g__Acidiphilium...s__uncultured_bacterium	Site	SJ	-0.683078193	0.236176267	74	17	0.005055465	0.020789491
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Gemmatales...f__Gemmataceae...g__uncultured...3	Site	SJ	1.338804831	0.463303639	74	34	0.005092242	0.020867511
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...7	Site	SJ	-0.923180544	0.319613567	74	26	0.005110597	0.020869755
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Bryobacterales...f__Bryobacteraceae...g__Bryobacter...s__uncultured_Acidobacteria	Site	SJ	-0.507044295	0.175966064	74	11	0.005212378	0.021211481
d__Bacteria...p__Chloroflexi...c__Anaerolineae...o__SBR1031...f__A4b...g__A4b...s__wastewater_metagenome	Site	SJ	0.601441891	0.209427077	74	13	0.005356976	0.021724483
d__Bacteria...p__Bacteroidota...c__Bacteroidia...o__Chitinophagales...f__Chitinophagaceae....	Site	SJ	0.755019708	0.263687684	74	17	0.005487983	0.022093781
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Pirellulales...f__Pirellulaceae...g__Pir4_lineage..	Site	SJ	1.021627238	0.356844686	74	15	0.005493636	0.022093781
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Planctomycetales...f__Gimesiaceae...g__uncultured...s__uncultured_bacterium	Site	SJ	0.581139986	0.203122446	74	14	0.005523445	0.022093781
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Pseudonocardiales...f__Pseudonocardiaceae...g__Pseudonocardia...s__Pseudonocardia_spinosispora	Site	SJ	-1.105495812	0.386324978	74	24	0.005515069	0.022093781
d__Bacteria...p__Acidobacteriota...c__Vicinamibacteria...o__Vicinamibacterales...f__uncultured...g__uncultured...12	Site	SJ	0.620479858	0.217365269	74	13	0.005625552	0.022425671
d__Bacteria...p__Bdellovibrionota...c__Bdellovibrionia...o__Bdellovibrionales...f__Bdellovibrionaceae...g__Bdellovibrio...s__uncultured_bacterium.2	Site	SJ	-0.592253747	0.20779591	74	10	0.005695493	0.022627516
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Methylacidiphilales...f__Methylacidiphilaceae...g__uncultured...s__uncultured_bacterium.5	Site	SJ	-0.889197649	0.312905051	74	16	0.005832256	0.023092579
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Verrucomicrobiales...f__Verrucomicrobiaceae...g__uncultured...s__uncultured_Verrucomicrobia.1	Site	SJ	0.68664483	0.241910955	74	15	0.005887154	0.023231462
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Pirellulales...f__Pirellulaceae...g__Pir4_lineage...s__metagenome.2	Site	SJ	0.533013406	0.188732272	74	13	0.006127407	0.024098392
d__Bacteria...p__Proteobacteria...c__Gammaproteobacteria...o__Cellvibrionales...f__Cellvibrionaceae...g__Cellvibrio...s__uncultured_Cellvibrio	Site	SJ	1.073663674	0.380423645	74	20	0.006160011	0.024145593
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Pirellulales...f__Pirellulaceae...g__Pir4_lineage...s__metagenome	Site	SJ	0.701743016	0.248884665	74	13	0.006207366	0.02425011
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_bacterium.34	Site	SJ	0.877912547	0.311901122	74	13	0.006291987	0.024499034
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Chthoniobacter...1	Site	SJ	-0.426201194	0.151703495	74	9	0.00638555	0.024781009
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Pedosphaerales...f__Pedosphaeraceae...g__uncultured...s__uncultured_bacterium.1	Site	SJ	1.137395951	0.405225623	74	21	0.006432356	0.024874097
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Micropepsales...f__Micropepsaceae...g__uncultured...s__metagenome.2	Site	SJ	0.973106754	0.346828322	74	32	0.006451984	0.024874097
d__Bacteria...p__Chloroflexi...c__Anaerolineae...o__SBR1031...f__SBR1031...g__SBR1031..	Site	SJ	0.744712164	0.265794413	74	13	0.006522507	0.025063535
d__Bacteria...p__Actinobacteriota...c__Thermoleophilia...o__Solirubrobacterales...f__Solirubrobacteraceae...g__uncultured...1	Site	SJ	-0.960936897	0.343211975	74	16	0.006558998	0.02512139
d__Bacteria...p__Bacteroidota...c__Bacteroidia...o__Chitinophagales...f__Chitinophagaceae...g__Terrimonas..	Site	SJ	-0.576100008	0.206255914	74	8	0.006682648	0.025511609
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_bacterium.8	Site	SJ	0.795470914	0.285056477	74	13	0.006730417	0.025610549
d__Bacteria...p__Proteobacteria...c__Gammaproteobacteria...o__Steroidobacterales...f__Steroidobacteraceae...g__Steroidobacter...2	Site	SJ	0.882782493	0.316845241	74	28	0.006813473	0.025759325
d__Bacteria...p__Acidobacteriota...c__Blastocatellia...o__Blastocatellales...f__Blastocatellaceae...g__Aridibacter..	Site	SJ	0.681010387	0.244388709	74	14	0.006805448	0.025759325
d__Bacteria...p__Proteobacteria...c__Gammaproteobacteria...o__Burkholderiales...f__Oxalobacteraceae...g__Massilia..	Site	SJ	0.819062119	0.294818322	74	17	0.006965971	0.026251185
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Rhizobiales...f__Rhizobiaceae....	Site	SJ	1.145335486	0.413895701	74	47	0.007181277	0.026975823
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Verrucomicrobiales...f__Rubritaleaceae...g__Luteolibacter..	Site	SJ	0.743122599	0.268722741	74	13	0.007217536	0.027025406
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Frankiales...f__Nakamurellaceae...g__Nakamurella...s__Nakamurella_sp.	Site	SJ	-0.547129369	0.199104225	74	11	0.007573415	0.028267652
d__Bacteria...p__Proteobacteria...c__Gammaproteobacteria...o__Oceanospirillales...f__Pseudohongiellaceae...g__BIyi10..	Site	SJ	0.793266734	0.289774063	74	13	0.007793708	0.028905011
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Planctomycetales...f__Schlesneriaceae...g__Schlesneria...s__uncultured_planctomycete	Site	SJ	0.597378762	0.21817642	74	13	0.00778261	0.028905011
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_bacterium.23	Site	SJ	-0.745524857	0.27258203	74	13	0.007847163	0.028905011
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Rhizobiales...f__Xanthobacteraceae...g__Bradyrhizobium..	Site	SJ	0.671011725	0.245422736	74	25	0.00786749	0.028905011
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...18	Site	SJ	-0.835455986	0.305490934	74	21	0.007852548	0.028905011
d__Bacteria...p__Chloroflexi...c__Anaerolineae...o__Caldilineales...f__Caldilineaceae...g__uncultured..	Site	SJ	0.487684165	0.179187221	74	12	0.008140958	0.029723372
d__Bacteria...p__Chloroflexi...c__Anaerolineae...o__SBR1031...f__A4b...g__A4b...s__uncultured_bacterium	Site	SJ	0.910042502	0.334323738	74	13	0.008132182	0.029723372
d__Bacteria...p__Actinobacteriota...c__Thermoleophilia...o__Solirubrobacterales...f__Solirubrobacteraceae...g__Solirubrobacter..	Site	SJ	0.884702483	0.325940923	74	16	0.008306154	0.029861389
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Rhizobiales...f__Beijerinckiaceae...g__Roseiarcus...s__uncultured_bacterium	Site	SJ	-0.550434566	0.202713945	74	8	0.008282947	0.029861389
d__Bacteria...p__Chloroflexi...c__Chloroflexia...o__Thermomicrobiales...f__JG30.KF.CM45...g__JG30.KF.CM45...s__uncultured_bacterium	Site	SJ	1.158394417	0.426316952	74	14	0.008240302	0.029861389
d__Bacteria...p__Proteobacteria...c__Gammaproteobacteria...o__Burkholderiales...f__Oxalobacteraceae.....1	Site	SJ	0.77850755	0.286657175	74	22	0.008271917	0.029861389
d__Bacteria...p__Proteobacteria...c__Gammaproteobacteria...o__Gammaproteobacteria_Incertae_Sedis...f__Unknown_Family...g__Acidibacter...4	Site	SJ	0.658792158	0.242647371	74	16	0.008289922	0.029861389
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Rhizobiales...f__Rhizobiaceae.....1	Site	SJ	0.40862878	0.150670613	74	12	0.008357071	0.029952561
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Xiphinematobacteraceae...g__Candidatus_Xiphinematobacter...s__uncultured_bacterium.3	Site	SJ	-1.391259565	0.513483161	74	51	0.008416899	0.029993959
d__Bacteria...p__Chloroflexi...c__Anaerolineae...o__SBR1031...f__A4b...g__A4b...s__uncultured_bacterium.2	Site	SJ	0.600439683	0.221710338	74	13	0.008445398	0.029993959
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Sphingomonadales...f__Sphingomonadaceae...g__Sphingomonas...7	Site	SJ	1.158332703	0.427638587	74	31	0.008434911	0.029993959
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Frankiales...f__Acidothermaceae...g__Acidothermus..	Site	SJ	-0.664718091	0.246057003	74	12	0.008602007	0.030457862
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Candidatus_Udaeobacter...6	Site	SJ	2.031497071	0.754548287	74	50	0.008818832	0.031131539
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Caulobacterales...f__Caulobacteraceae...g__Phenylobacterium...2	Site	SJ	0.477945643	0.177686309	74	12	0.008879144	0.03125032
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Planctomycetales...f__uncultured...g__uncultured...s__metagenome.6	Site	SJ	0.563817659	0.210126173	74	12	0.009039573	0.031719698
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Candidatus_Udaeobacter...1	Site	SJ	-0.355024333	0.132487999	74	8	0.00912733	0.031738339
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Pirellulales...f__Pirellulaceae...g__Pirellula...1	Site	SJ	0.520737432	0.194419664	74	12	0.00915836	0.031738339
d__Archaea...p__Crenarchaeota...c__Nitrososphaeria...o__Nitrososphaerales...f__Nitrososphaeraceae....	Site	SJ	0.884383254	0.33001178	74	13	0.009122829	0.031738339
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Pedosphaerales...f__Pedosphaeraceae...g__uncultured...5	Site	SJ	-0.745633759	0.278152791	74	9	0.009102842	0.031738339
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Solibacterales...f__Solibacteraceae...g__Candidatus_Solibacter...s__uncultured_forest.2	Site	SJ	-0.502554741	0.187692915	74	14	0.009180287	0.031738339
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Candidatus_Udaeobacter...27	Site	SJ	0.479986302	0.179440237	74	12	0.009245874	0.031871073
d__Bacteria...p__Chloroflexi...c__Anaerolineae...o__RBG.13.54.9...f__RBG.13.54.9...g__RBG.13.54.9...s__uncultured_bacterium	Site	SJ	1.264687028	0.474014668	74	30	0.009419481	0.032374288
d__Bacteria...p__Chloroflexi...c__Anaerolineae...o__SBR1031...f__A4b...g__A4b...s__metagenome.4	Site	SJ	1.058855593	0.397446273	74	12	0.009518906	0.032620346
d__Bacteria...p__Acidobacteriota...c__Blastocatellia...o__Pyrinomonadales...f__Pyrinomonadaceae...g__RB41...5	Site	SJ	0.50863454	0.191344923	74	12	0.009672742	0.033050885
d__Bacteria...p__Armatimonadota...c__uncultured...o__uncultured...f__uncultured...g__uncultured...s__metagenome	Site	SJ	0.949411651	0.357773038	74	23	0.009791773	0.033360343
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Acidobacteriales...f__Acidobacteriaceae_.Subgroup_1....g__Edaphobacter..	Site	SJ	0.715968607	0.270686233	74	12	0.01002258	0.034047722
d__Bacteria...p__Proteobacteria...c__Gammaproteobacteria...o__Xanthomonadales...f__Rhodanobacteraceae...g__Luteibacter...s__metagenome	Site	SJ	-0.540159827	0.204849421	74	12	0.010244379	0.034600611
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Isosphaerales...f__Isosphaeraceae...g__Singulisphaera...s__uncultured_bacterium	Site	SJ	0.776082105	0.294308018	74	30	0.01024137	0.034600611
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Sphingomonadales...f__Sphingomonadaceae...g__Sphingomonas...2	Site	SJ	0.721175512	0.273743588	74	20	0.010309709	0.034685823
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...8	Site	SJ	0.725416584	0.275425544	74	12	0.010328799	0.034685823
d__Bacteria...p__Bacteroidota...c__Bacteroidia...o__Chitinophagales...f__Chitinophagaceae...g__Puia..	Site	SJ	0.550515969	0.209234923	74	12	0.010404162	0.034839081
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Solibacterales...f__Solibacteraceae...g__Candidatus_Solibacter...3	Site	SJ	-0.351757529	0.13377472	74	8	0.010449224	0.034890287
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Acetobacterales...f__Acetobacteraceae...g__uncultured...9	Site	SJ	-0.545369094	0.207737684	74	32	0.010567339	0.035184434
d__Bacteria...p__Acidobacteriota...c__Blastocatellia...o__Pyrinomonadales...f__Pyrinomonadaceae...g__RB41...2	Site	SJ	0.681075312	0.259933167	74	12	0.010711952	0.035564895
d__Bacteria...p__Chloroflexi...c__Chloroflexia...o__Thermomicrobiales...f__JG30.KF.CM45...g__JG30.KF.CM45...2	Site	SJ	0.607456103	0.231991334	74	12	0.010762173	0.035630698
d__Bacteria...p__Chloroflexi...c__Anaerolineae...o__SBR1031...f__A4b...g__OLB13..	Site	SJ	0.752176722	0.287966508	74	12	0.010947996	0.036143806
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Rhizobiales...f__Hyphomicrobiaceae...g__Hyphomicrobium...1	Site	SJ	0.577221851	0.221209098	74	15	0.011025132	0.036198543
d__Bacteria...p__Proteobacteria...c__Gammaproteobacteria...o__WD260...f__WD260...g__WD260..	Site	SJ	-0.665813258	0.255164086	74	13	0.011026348	0.036198543
d__Bacteria...p__Acidobacteriota...c__Blastocatellia...o__11.24...f__11.24...g__11.24..	Site	SJ	0.40814041	0.157342077	74	12	0.011486904	0.037413158
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Pedosphaerales...f__Pedosphaeraceae...g__uncultured...s__bacterium_enrichment	Site	SJ	-0.27099199	0.104476891	74	8	0.011492096	0.037413158
d__Bacteria...p__Acidobacteriota...c__Vicinamibacteria...o__Vicinamibacterales...f__Vicinamibacteraceae...g__Vicinamibacteraceae...6	Site	SJ	1.07619331	0.414660095	74	21	0.011444466	0.037413158
d__Bacteria...p__Chloroflexi...c__Chloroflexia...o__Chloroflexales...f__Roseiflexaceae...g__uncultured...s__uncultured_bacterium	Site	SJ	1.10493421	0.426711956	74	28	0.011626535	0.037745979
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Acetobacterales...f__Acetobacteraceae...g__uncultured...3	Site	SJ	-0.48346248	0.186832181	74	12	0.01168003	0.037814903
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_bacterium.17	Site	SJ	0.558437808	0.217136921	74	15	0.012180468	0.039218429
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_bacterium.37	Site	SJ	-0.63144551	0.24549526	74	8	0.012170639	0.039218429
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Chthoniobacter...s__bacterium_Ellin506.1	Site	SJ	0.800069552	0.311882092	74	26	0.012392042	0.039790338
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_bacterium.3	Site	SJ	-0.448575139	0.175007543	74	10	0.012461423	0.039903791
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Bryobacterales...f__Bryobacteraceae...g__Bryobacter...2	Site	SJ	-0.373510253	0.145982436	74	8	0.012612551	0.040277683
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Gemmatales...f__Gemmataceae...g__uncultured...s__uncultured_planctomycete	Site	SJ	-0.856734123	0.335846031	74	11	0.012867877	0.040981392
d__Bacteria...p__Acidobacteriota...c__Vicinamibacteria...o__Vicinamibacterales...f__Vicinamibacteraceae...g__Vicinamibacteraceae...5	Site	SJ	-0.587244797	0.230301099	74	11	0.012904176	0.04098562
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Methylacidiphilales...f__Methylacidiphilaceae...g__uncultured...s__uncultured_bacterium	Site	SJ	-0.51898713	0.20422358	74	14	0.013199581	0.041810565
d__Bacteria...p__Acidobacteriota...c__Blastocatellia...o__Blastocatellales...f__Blastocatellaceae...g__JGI_0001001.H03...1	Site	SJ	0.323041462	0.127222651	74	11	0.013271938	0.041926444
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Streptomycetales...f__Streptomycetaceae...g__Streptomyces...1	Site	SJ	0.600815958	0.236811917	74	14	0.013344397	0.042042024
d__Bacteria...p__Bacteroidota...c__Bacteroidia...o__Chitinophagales...f__Chitinophagaceae...g__Edaphobaculum...1	Site	SJ	0.625238191	0.247476826	74	11	0.01372102	0.04298583
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Sphingomonadales...f__Sphingomonadaceae.....1	Site	SJ	0.545272511	0.215904063	74	14	0.013753999	0.04298583
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Verrucomicrobiales...f__Verrucomicrobiaceae...g__uncultured...s__uncultured_bacterium.2	Site	SJ	0.517657094	0.204916862	74	11	0.013730707	0.04298583
d__Bacteria...p__Bacteroidota...c__Bacteroidia...o__Cytophagales...f__Microscillaceae...g__uncultured...s__metagenome.2	Site	SJ	-0.394080126	0.156343979	74	8	0.013932115	0.043426699
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Candidatus_Udaeobacter...s__uncultured_cyanobacterium	Site	SJ	-0.572747548	0.227528657	74	13	0.014053928	0.043690195
d__Bacteria...p__Acidobacteriota...c__Vicinamibacteria...o__Subgroup_17...f__Subgroup_17...g__Subgroup_17..	Site	SJ	0.91747791	0.364728702	74	19	0.014117971	0.04377318
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Planctomycetales......	Site	SJ	0.805430704	0.320569581	74	11	0.014228912	0.043894852
d__Bacteria...p__Chloroflexi...c__Anaerolineae...o__SBR1031...f__A4b...g__A4b..	Site	SJ	-0.388025457	0.15456762	74	9	0.014307025	0.043894852
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Xiphinematobacteraceae...g__Candidatus_Xiphinematobacter...s__metagenome.1	Site	SJ	-1.374406551	0.54727827	74	40	0.014271527	0.043894852
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Acidobacteriales...f__Acidobacteriaceae_.Subgroup_1....g__Granulicella...11	Site	SJ	-0.817841978	0.325642328	74	23	0.014266907	0.043894852
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Chthoniobacter...16	Site	SJ	-0.584138581	0.232984728	74	11	0.014426309	0.044145258
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Frankiales...f__Frankiaceae...g__Jatrophihabitans...2	Site	SJ	-0.747817516	0.298425799	74	17	0.014475935	0.044181758
d__Bacteria...p__Bacteroidota...c__Bacteroidia...o__Chitinophagales...f__Chitinophagaceae...g__Ferruginibacter...s__uncultured_bacterium	Site	SJ	-0.531492999	0.212294644	74	11	0.014563023	0.044332112
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Rhizobiales...f__Rhizobiales_Incertae_Sedis...g__uncultured...s__uncultured_bacterium	Site	SJ	0.529556992	0.212247915	74	11	0.014890078	0.045093467
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Verrucomicrobiales...f__Verrucomicrobiaceae...g__uncultured...s__metagenome.2	Site	SJ	-0.558205846	0.223710941	74	9	0.014881692	0.045093467
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Rhizobiales...f__Beijerinckiaceae...g__Methylobacterium.Methylorubrum..	Site	SJ	1.508860461	0.605614498	74	41	0.015027049	0.045390984
d__Bacteria...p__Acidobacteriota...c__Vicinamibacteria...o__Vicinamibacterales...f__uncultured...g__uncultured...10	Site	SJ	0.672558838	0.270278554	74	15	0.015146481	0.045634127
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Frankiales...f__Geodermatophilaceae...g__Modestobacter..	Site	SJ	0.761697535	0.307208169	74	11	0.015501378	0.046464487
d__Bacteria...p__Chloroflexi...c__Ktedonobacteria...o__C0119...f__C0119...g__C0119...s__uncultured_Chloroflexi	Site	SJ	1.048824765	0.422906235	74	31	0.015476511	0.046464487
d__Bacteria...p__Proteobacteria...c__Gammaproteobacteria...o__WD260...f__WD260...g__WD260...s__uncultured_bacterium.2	Site	SJ	-0.753235403	0.304545236	74	13	0.015747135	0.046960922
d__Bacteria...p__Actinobacteriota...c__Thermoleophilia...o__Gaiellales......	Site	SJ	-0.41805587	0.168989161	74	9	0.015724857	0.046960922
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Verrucomicrobiales...f__Verrucomicrobiaceae...g__Prosthecobacter..	Site	SJ	-0.412523028	0.166896746	74	8	0.015811539	0.047033308
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_bacterium.10	Site	SJ	-0.390315243	0.158151985	74	8	0.015964771	0.047368891
d__Bacteria...p__Acidobacteriota...c__Blastocatellia...o__Blastocatellales...f__Blastocatellaceae...g__JGI_0001001.H03...s__uncultured_bacterium	Site	SJ	-0.570820869	0.232245706	74	11	0.016385926	0.048495719
