Name	fire	year_post_burn	severity	Completeness	Contamination	MAG_size_bp	numb_contigs	MAG_FULL_TAX
CP_L1_S2_bin.97	church park	11	Low	94.07	2.72	4177831	219	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV80;s__
CP_L1_S2_bin.98	church park	11	Low	93.36	0.4	4839154	191	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
CP_L1_S2_prok_bin.123	church park	11	Low	97.38	2.93	2481801	205	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__;s__
CP_L1_S2_prok_bin.128	church park	11	Low	99.9	8.6	5357907	80	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__
CP_L1_S2_prok_bin.129	church park	11	Low	93.84	1.36	4679641	488	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__VBCG01;s__
CP_L1_S2_prok_bin.130	church park	11	Low	93.99	5.96	3294081	213	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Kaistiaceae;g__JANQRX01;s__
CP_L1_S2_prok_bin.146	church park	11	Low	82.43	8.33	4256091	541	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__PALSA-894;s__
CP_L1_S2_prok_bin.156	church park	11	Low	81.42	5.98	2211537	271	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__JACPNS01;g__JACPNS01;s__
CP_L1_S2_prok_bin.162	church park	11	Low	88.78	4.41	3160971	52	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Allosphingosinicella;s__
CP_L1_S2_prok_bin.186	church park	11	Low	90.45	4.55	4006611	165	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__JAFATL01;g__JAFATL01;s__
CP_L1_S2_prok_bin.48	church park	11	Low	92.92	0.62	8751437	645	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Micromonosporaceae;g__Virgisporangium;s__
CP_L1_S2_prok_bin.55	church park	11	Low	93.18	3.13	4501667	122	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Schlegelella_A;s__
CP_L1_S2_prok_bin.6	church park	11	Low	92.4	4.31	4607253	77	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__;s__
CP_L1_S2_prok_bin.63	church park	11	Low	77.4	4.99	3444174	401	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__JACCUZ01;f__JACCUZ01;g__BP-173;s__BP-173 sp030841025
CP_L1_S2_prok_bin.7	church park	11	Low	86.61	7.38	4044913	287	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__
CP_L1_S2_prok_bin.76	church park	11	Low	76.26	6.3	3601208	462	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Ilumatobacter;s__
CP_L1_S3_bin.102	church park	11	Low	74.52	3.81	2806452	222	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__JALYGJ01;s__
CP_L1_S3_bin.105	church park	11	Low	94.85	5.92	6880618	171	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__QHVT01;s__
CP_L1_S3_bin.11	church park	11	Low	85.34	3.8	2932797	46	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__JAICJC01;g__JAICYJ01;s__
CP_L1_S3_bin.13	church park	11	Low	74.22	3.88	5564911	610	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodopila;s__
CP_L1_S3_bin.143	church park	11	Low	89.98	0.75	3718001	122	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__
CP_L1_S3_bin.145	church park	11	Low	94.58	4.97	5229856	292	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__JADGNZ01;s__
CP_L1_S3_bin.156	church park	11	Low	99.3	0.08	3809475	35	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Jatrophihabitans_A;s__
CP_L1_S3_bin.164	church park	11	Low	93.28	0.06	3263126	70	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__
CP_L1_S3_bin.169	church park	11	Low	72.66	3.23	2714813	182	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__
CP_L1_S3_bin.171	church park	11	Low	100	6.4	8496568	664	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__JAFGIB01;g__;s__
CP_L1_S3_bin.178	church park	11	Low	88.81	0.71	3193902	171	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__SCTD01;g__RYN-124;s__
CP_L1_S3_bin.181	church park	11	Low	91.37	2.95	4828418	90	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__Bog-1198 sp028293775
CP_L1_S3_bin.199	church park	11	Low	78.65	4.91	2450420	230	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__UBA4720;s__
CP_L1_S3_bin.201	church park	11	Low	93.77	0.12	9178895	257	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__
CP_L1_S3_bin.213	church park	11	Low	96.52	2.92	3560853	65	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__BP-191;g__BP-191;s__
CP_L1_S3_bin.220	church park	11	Low	99.07	0.5	4693813	8	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__
CP_L1_S3_bin.221	church park	11	Low	100	2.78	2861278	201	d__Bacteria;p__Actinomycetota;c__UBA4738;o__CADDZG01;f__WHSQ01;g__JAUJNU01;s__
CP_L1_S3_bin.23	church park	11	Low	77.16	1.62	2287130	228	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__JALYGJ01;s__
CP_L1_S3_bin.231	church park	11	Low	100	8.14	4942735	278	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JAMQPK01;s__
CP_L1_S3_bin.244	church park	11	Low	92.63	3.48	3553717	72	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__;s__
CP_L1_S3_bin.254	church park	11	Low	96.62	7.03	2245442	70	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__
CP_L1_S3_bin.27	church park	11	Low	91.33	2.06	7306505	389	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__BOG-234;s__
CP_L1_S3_bin.41	church park	11	Low	98.85	1.18	3897303	29	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Jatrophihabitans_A;s__
CP_L1_S3_bin.58	church park	11	Low	92.99	1.08	5754071	70	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__JADGNZ01;s__
CP_L1_S3_bin.67	church park	11	Low	82.01	0.33	3011824	240	d__Bacteria;p__Armatimonadota;c__Abditibacteriia;o__Abditibacteriales;f__Abditibacteriaceae;g__;s__
CP_L1_S3_bin.82	church park	11	Low	87.64	6.96	4059009	350	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01;s__VAYN01 sp025964255
CP_L1_S3_bin.99	church park	11	Low	90.43	3.99	4247578	323	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Albitalea;s__
CP_L1_S3_prok_bin.218	church park	11	Low	78.94	7.3	4134691	268	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__
CP_L1_S3_prok_bin.234	church park	11	Low	90.07	2.97	4696883	224	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__QHBQ01;f__JADMIH01;g__JADMIH01;s__
CP_L1_S3_prok_bin.241	church park	11	Low	91	2.06	3847734	200	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__
CP_L1_S3_prok_bin.30	church park	11	Low	91.36	5.45	6940486	641	d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Palsa-1104;g__JAQBQH01;s__
CP_L1_S3_prok_bin.34	church park	11	Low	83.36	7.18	3616733	393	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Friedmanniella;s__
CP_L1_S3_prok_bin.4	church park	11	Low	88.17	6.95	6994101	484	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA45;s__
CP_L1_S3_prok_bin.77	church park	11	Low	92.41	10.21	4541076	364	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;s__
CP_L1_S3_prok_bin.8	church park	11	Low	73.99	0.34	2667899	83	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__Pedococcus;s__
CP_L1_S3_prok_bin.85	church park	11	Low	77.7	8.94	4388571	253	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Baekduia;s__
CP_L1_S3_prok_bin.87	church park	11	Low	75.73	2.43	5729796	493	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Bog-532;s__
CP_L1_S3_prok_bin.9	church park	11	Low	97.25	2.63	4544073	215	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__JADGHE01;s__
CP_L1_S3_prok_bin.90	church park	11	Low	99.96	0	3242851	139	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Cryobacterium;s__
CP_L2_S1_bin.18	church park	11	Low	90.89	4.51	2923912	328	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Allosphingosinicella;s__
CP_L2_S1_prok_bin.3	church park	11	Low	88.34	4.2	3217732	214	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__
CP_L2_S1_prok_bin.4	church park	11	Low	88.18	1.9	3342998	325	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__UBA4719;s__
CP_L3_S1_bin.4	church park	11	Low	95.47	1.77	7742814	141	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__
CP_L3_S1_bin.8	church park	11	Low	87.83	2.83	2150183	76	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__JAAYBF01;s__
CP_L3_S2_bin.11	church park	11	Low	88.19	0.83	4276802	49	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__
CP_L3_S2_bin.111	church park	11	Low	85.69	1.62	4452061	290	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__
CP_L3_S2_bin.118	church park	11	Low	86.26	8.24	7763147	656	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Multivoradales;f__UBA5704;g__UBA5704;s__
CP_L3_S2_bin.23	church park	11	Low	97.43	0.71	2784344	21	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Pseudolysinimonas;s__
CP_L3_S2_bin.29	church park	11	Low	95.39	3.56	4291486	55	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAIKUF01;s__
CP_L3_S2_bin.30	church park	11	Low	95.17	4.68	6877189	62	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Multivoradales;f__UBA5704;g__UBA5704;s__
CP_L3_S2_bin.43	church park	11	Low	89.43	7.46	6220381	748	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__AA29;s__
CP_L3_S2_bin.54	church park	11	Low	87.41	3.48	6143513	368	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__QHVT01;s__
CP_L3_S2_bin.58	church park	11	Low	89.21	8.48	3930758	301	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__;s__
CP_L3_S2_bin.62	church park	11	Low	81.49	3.02	4103030	512	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__IMCC26256;f__PALSA-610;g__;s__
CP_L3_S2_bin.63	church park	11	Low	89.41	2.25	3632022	321	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter_H;s__
CP_L3_S2_bin.81	church park	11	Low	95.99	0.41	5917890	48	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__
CP_L3_S2_bin.84	church park	11	Low	95.89	0.33	3514855	67	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Afifellaceae;g__Faunimonas;s__
CP_L3_S2_bin.9	church park	11	Low	71.34	8.25	7376205	1419	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__JABFXX01;s__
CP_L3_S2_bin.97	church park	11	Low	84.99	1.13	3409356	298	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ramlibacter;s__
CP_L3_S2_bin.98	church park	11	Low	73.72	5.98	2577346	150	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01;s__
CP_L3_S2_prok_bin.19	church park	11	Low	95.14	0.36	4508448	422	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Pseudonocardia;s__Pseudonocardia sp025465255
CP_L3_S2_prok_bin.45	church park	11	Low	82.26	6.61	6339392	300	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__QHVT01;s__
CP_L3_S2_prok_bin.7	church park	11	Low	86.95	7.36	2787384	114	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VRUE01;s__
CP_L3_S2_prok_bin.83	church park	11	Low	77.84	3.54	4580319	599	d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__FEN-1088;s__
CP_co3C_bin.21	church park	11	Control	100	0.13	4269704	89	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__
CP_co3H_bin.142	church park	11	High	90.83	9.83	10860068	292	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Trebonia;s__
CP_co3H_bin.144	church park	11	High	93.27	2.4	3165645	68	d__Bacteria;p__Chloroflexota;c__Dormibacteria;o__CF-121;f__;g__;s__
CP_co3H_bin.169	church park	11	High	90.29	3.87	7008086	226	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Actinoallomurus;s__Actinoallomurus sp025964685
CP_co3H_bin.17	church park	11	High	82.31	2.97	4302315	158	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Frankiaceae;g__JAVEDQ01;s__
CP_co3H_bin.174	church park	11	High	96.23	0.27	3418531	30	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__JAMLGR01;s__
CP_co3H_bin.177	church park	11	High	93.46	0.63	3978427	117	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__JACMJD01;s__
CP_co3H_bin.182	church park	11	High	95.45	0.11	2282875	175	d__Bacteria;p__Bacillota;c__Bacilli;o__Alicyclobacillales;f__Alicyclobacillaceae;g__Alicyclobacillus_A;s__Alicyclobacillus_A pomorum
CP_co3H_bin.194	church park	11	High	83.99	1.49	3407477	68	d__Bacteria;p__Chloroflexota;c__Dormibacteria;o__UBA8260;f__UBA8260;g__;s__
CP_co3H_bin.201	church park	11	High	94.86	0.34	2862323	13	d__Bacteria;p__Chloroflexota;c__Dormibacteria;o__CF-121;f__;g__;s__
CP_co3H_bin.206	church park	11	High	79.21	2.09	3911425	311	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__
CP_co3H_bin.236	church park	11	High	94.78	0.28	3428033	14	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__
CP_co3H_bin.37	church park	11	High	96.73	1.11	3433035	117	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__JAUTXP01;g__JAUTXP01;s__
CP_co3H_bin.43	church park	11	High	94.52	7.9	2907693	168	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01;s__
CP_co3H_bin.63	church park	11	High	100	4.04	7199923	242	d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__JADGRB01;s__
CP_co3H_bin.94	church park	11	High	98.5	2.86	10682658	103	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__JAICIG01;g__;s__
CP_co3H_prok_bin.105	church park	11	High	88.87	2.3	4558378	305	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Koribacter;s__
CP_co3H_prok_bin.121	church park	11	High	92.44	1.12	3912931	324	d__Bacteria;p__Actinomycetota;c__UBA4738;o__JAHWKV01;f__JAOPZY01;g__JAOPZY01;s__JAOPZY01 sp025963875
CP_co3H_prok_bin.168	church park	11	High	88.17	1.02	2788740	40	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__JAFAQI01;g__JAFAQI01;s__
CP_co3H_prok_bin.240	church park	11	High	90.52	0.8	3254432	362	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__Binatus;s__
CP_co3H_prok_bin.244	church park	11	High	79.36	4.46	2936173	125	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__
CP_co3H_prok_bin.91	church park	11	High	90.53	4.14	8265513	701	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__JAIOQJ01;s__
CP_co3L_prok_bin.101	church park	11	Low	77.53	1.44	3876707	327	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Elarobacter;s__
CP_co3L_prok_bin.105	church park	11	Low	75.32	2.18	4937125	415	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Palsa-89;s__
CP_co3L_prok_bin.116	church park	11	Low	71.81	10.27	2991600	523	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__;s__
CP_co3L_prok_bin.13	church park	11	Low	86.25	6.2	2606999	168	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01;s__
CP_co3L_prok_bin.146	church park	11	Low	97.18	2.1	5193784	134	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Gp1-AA117;g__Angelobacter;s__
CP_co3L_prok_bin.163	church park	11	Low	89.71	5.19	7157621	352	d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__;s__
CP_co3L_prok_bin.169	church park	11	Low	74.91	6.55	3887645	740	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__
CP_co3L_prok_bin.186	church park	11	Low	83.68	2.74	2746425	82	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Allosphingosinicella;s__
CP_co3L_prok_bin.187	church park	11	Low	99.61	3.94	8681432	48	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__;g__;s__
CP_co3L_prok_bin.19	church park	11	Low	73.87	2	3085968	366	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__JAFAQI01;g__;s__
CP_co3L_prok_bin.194	church park	11	Low	97.83	1.59	7921861	176	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Micromonosporaceae;g__JAEZGP01;s__
CP_co3L_prok_bin.204	church park	11	Low	81.1	2.39	4325039	370	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__JADGNZ01;s__
CP_co3L_prok_bin.212	church park	11	Low	94.81	1.19	5636101	53	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
R_C1_S2_prok_bin.56	ryan	3	Control	81.83	6.93	7226156	719	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Palsa-506;s__
R_C1_S2_prok_bin.57	ryan	3	Control	93.03	2.68	4400917	469	d__Bacteria;p__Chloroflexota;c__UBA5177;o__UBA5177;f__UBA5177;g__JANWJD01;s__
R_C1_S2_prok_bin.58	ryan	3	Control	72.03	4.92	3536804	441	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV80;s__
R_C1_S3_bin.1	ryan	3	Control	94.75	5.91	6165641	218	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__QIAJ01;s__
R_C1_S3_bin.125	ryan	3	Control	99.64	3.23	3301035	32	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__
R_C1_S3_bin.14	ryan	3	Control	92.73	2.87	3042956	187	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__JAICJC01;g__JAICJC01;s__
R_C1_S3_bin.152	ryan	3	Control	71.92	2.47	4670112	462	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Trebonia;s__
R_C1_S3_bin.154	ryan	3	Control	80.53	5.28	3089967	337	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__
R_C1_S3_bin.16	ryan	3	Control	91.63	6.66	4387880	332	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV80;s__
R_C1_S3_bin.162	ryan	3	Control	87.06	4.91	9795077	593	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes;s__
R_C1_S3_bin.166	ryan	3	Control	81.79	0.48	2209692	14	d__Bacteria;p__Chloroflexota;c__Dormibacteria;o__UBA8260;f__UBA8260;g__Palsa-875;s__
R_C1_S3_bin.17	ryan	3	Control	99.51	3.41	3562374	61	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Galbitalea;s__
R_C1_S3_bin.171	ryan	3	Control	79.29	1.4	3750695	589	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__JADGNZ01;s__
R_C1_S3_bin.185	ryan	3	Control	90.94	7.33	7756603	265	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__;s__
R_C1_S3_bin.73	ryan	3	Control	98.25	1.99	7769823	106	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Multivoradales;f__UBA5704;g__;s__
