,OTUID,,Count in SJ v TP,Count in SF v SJ,Count in SF v TP,Count in SF v SJ shallow,Count in TP v SJ shallow,Count in SF v TP shallow,Count in SF v TP deep,Count in TP v SJ deep,Count in SJ v SF deep,Count in SF v TP OM,Count in SJ v SF OM,Count in TP v SJ OM
241,c432f3a68633251663689a69830ec69f,d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_Subgroup_1; g__Bryocella; s__uncultured_bacterium,1,0,0,0,0,1,0,0,0,7,1,5
242,8b260c08add3f082eade3e737ee74c7f,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Reyranellales; f__Reyranellaceae; g__Reyranella,1,1,1,1,1,1,1,1,1,1,1,1
243,4bbc93a8f7386bf66b36c736906a605c,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__0319.7L14; f__0319.7L14; g__0319.7L14; s__uncultured_bacterium,1,0,1,0,1,1,2,2,1,1,1,1
244,0aa0a3fc532f6eaaf4145b8f977639da,d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__CPla.3_termite_group; g__CPla.3_termite_group; s__metagenome,1,1,1,1,1,1,1,1,1,2,1,2
245,1f58e69786bf741e6d1b4e328e92ae77,d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Subgroup_7; f__Subgroup_7; g__Subgroup_7; s__uncultured_Acidobacteria,1,0,1,0,1,1,0,0,0,1,0,1
246,8c0ce36813c9fbf3b57a4cd3cab82912,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__uncultured; g__uncultured,1,0,2,0,2,2,1,1,0,2,1,2
247,8fcb5aa32b1bffee3348c061c02e18ec,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Nakamurellaceae; g__Nakamurella; s__Nakamurella_sp.,1,0,0,0,0,0,0,0,0,1,1,1
248,a4608d8861ffe71fd21c56da1d9f1823,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Frankiaceae; g__Frankia,1,1,1,1,1,1,0,0,0,1,1,1
249,702f9d4b448ef10a67ac902c0d91a88a,d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Anaeromyxobacteraceae; g__Anaeromyxobacter; s__uncultured_delta,1,0,1,0,1,1,1,0,0,2,2,1
250,aef33a1267fec79905cf8f2d0eb78e4a,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Geodermatophilaceae,1,0,0,0,0,0,0,0,0,2,0,2
251,8410eca8e73d43aa61232b0e855f637e,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Rhodopseudomonas,1,1,0,0,0,0,0,0,0,1,1,1
252,dfc5945386b92fa9f062cd2b78c6ff01,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Azospirillales; f__Inquilinaceae; g__Inquilinus,1,1,1,1,1,1,1,1,0,2,2,1
253,6f62780963ec0f6498785c377988d43f,d__Bacteria; p__Cyanobacteria; c__Vampirivibrionia; o__Obscuribacterales; f__Obscuribacteraceae,1,1,1,1,1,1,1,1,1,1,1,0
254,4ac6a13248ced08ef2bfd61d5eab3113,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae; g__Gemmata,1,1,1,1,1,1,1,1,1,1,1,0
255,8909945f3d540df12980fd8b82497e8b,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Endobacter; s__uncultured_bacterium,1,0,0,0,0,0,0,0,0,1,1,1
256,943aba3de4e5c05eb65e323b14210072,d__Bacteria; p__WPS.2; c__WPS.2; o__WPS.2; f__WPS.2; g__WPS.2; s__metagenome,1,0,1,0,1,2,0,0,0,2,1,1
257,c9fe8019339e110f1c03756559706c1a,d__Bacteria; p__Chloroflexi; c__AD3; o__AD3; f__AD3; g__AD3; s__uncultured_Chloroflexi,1,2,1,2,1,3,2,0,2,2,2,0
258,a4a243390aede5af8411eff6b9081eb3,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Isosphaerales; f__Isosphaeraceae; g__Tundrisphaera; s__uncultured_Singulisphaera,1,1,0,1,0,1,0,0,1,1,1,1
259,e6f35e978bd7ee5baf1f0e2b955965f6,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Amnibacterium; s__uncultured_bacterium,1,0,0,0,0,0,0,0,0,1,1,1
260,a17bac8df067716a55adf3383d216be8,d__Bacteria; p__Chloroflexi; c__JG30.KF.CM66; o__JG30.KF.CM66; f__JG30.KF.CM66; g__JG30.KF.CM66; s__uncultured_bacterium,1,0,1,0,1,1,0,0,0,1,0,1
261,1aa89645442e67afe9e66700ec969496,d__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Ktedonobacterales; f__Ktedonobacteraceae; g__JG30a.KF.32; s__uncultured_bacterium,1,1,1,1,1,1,1,1,1,0,0,0
262,be334d6d55423e1c548f249bc98d7771,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__uncultured; s__uncultured_Chitinophaga,1,1,1,1,1,1,1,1,1,1,1,1
263,2ea028e48e0ff7bad54da67b3b174c30,d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriae; f__Acidobacteriae; g__Paludibaculum; s__uncultured_soil,1,0,1,0,1,1,0,0,0,1,0,1
264,fc58082a250e8236aa717264beb74c37,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae,1,0,0,0,0,0,0,0,0,1,1,1
265,92c767c0f833dcf00b64293f1d20bdb6,d__Bacteria; p__Gemmatimonadota; c__S0134_terrestrial_group; o__S0134_terrestrial_group; f__S0134_terrestrial_group; g__S0134_terrestrial_group,1,0,1,0,1,1,1,1,0,1,0,0
266,5c21f017407dbb74aea300b42e85dd30,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Opitutaceae; g__Opitutus; s__uncultured_Verrucomicrobia,1,1,0,0,0,1,1,1,1,0,0,0
267,282d5ba98aef26b524a06716a37769c1,d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_Subgroup_1; g__Acidipila; s__uncultured_eubacterium,1,0,0,0,0,0,0,0,0,1,1,1
268,4cfcc3edb09c85d5306760447444543d,d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium; s__uncultured_bacterium,1,0,1,0,1,1,1,1,0,1,1,1
269,6d5b45d78939e3f4924d5ed4395fd7d6,d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Sandaracinaceae; g__uncultured,1,1,0,0,0,1,0,0,0,1,2,2
270,d9aa4e5efaf8c3c65e8ff90442919e23,d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__WD2101_soil_group; g__WD2101_soil_group; s__Planctomycetales_bacterium,1,1,1,2,1,1,1,1,1,1,1,1
271,39872897be0b9767e82a69b33becab8a,d__Bacteria; p__Armatimonadota; c__uncultured; o__uncultured; f__uncultured; g__uncultured; s__uncultured_bacterium,1,0,1,1,1,0,0,1,0,2,1,4
272,9dc3eb0f5563bd43a4de0fe7475a025e,d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_Subgroup_1; g__Terriglobus; s__uncultured_bacterium,1,1,0,0,0,1,1,0,0,2,2,2
273,57adc3a032f11521e2778513c5a0be14,d__Bacteria; p__Chloroflexi; c__AD3; o__AD3; f__AD3; g__AD3; s__uncultured_soil,1,1,1,1,1,1,1,1,1,0,0,0
274,a6c9de9ef0601afc4d2fbf1c70818e7d,d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_Subgroup_1; g__Occallatibacter,1,1,1,1,1,1,1,1,1,2,2,1
275,bd6348f2bd48a00c43756962185ca556,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Candidatus_Udaeobacter; s__uncultured_bacterium,1,1,0,0,0,1,1,3,3,0,0,0
276,3a4756c3e76d54ef7423db23b113f661,d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__uncultured; g__uncultured; s__uncultured_soil,1,1,1,0,1,1,1,1,0,1,1,1
277,f267fc6bfd86e84c271acf6af6f89af8,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter; s__uncultured_Mucilaginibacter,1,0,0,0,0,1,1,1,1,2,1,1
278,d85863d7a017dc6040878fc7506eb4ea,d__Bacteria; p__Elusimicrobiota; c__Lineage_IIa; o__Lineage_IIa; f__Lineage_IIa; g__Lineage_IIa,1,1,1,0,1,1,0,0,0,1,1,1
279,c33ef61bfc301b58e6b003ae9e4cb7d3,d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__uncultured_bacterium,1,1,0,0,0,1,1,2,0,3,2,2
280,da482ca1b1d75a835ff19357f8748786,d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_Subgroup_1; g__Acidicapsa,1,1,0,1,0,1,1,1,1,1,1,1
281,ed7f952e6333bc39e1211c83f4640607,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae,1,1,1,1,1,1,1,0,1,3,3,3
282,bc8a38f5aa7b35c4976fb35847e0455d,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Elsterales; f__URHD0088; g__URHD0088,1,1,0,1,0,1,1,0,0,1,1,1
283,6a4daaae199b1db06ec6bbdb7fc7e396,d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__Aetherobacter; s__uncultured_bacterium,1,1,1,1,1,2,1,1,1,0,1,1
284,5c1b3513e7988a6d363bbd3e35dde2c6,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Edaphobaculum,1,1,1,1,1,1,1,1,1,1,2,2
285,e700013cd4239b33ff4e9254a395a921,d__Bacteria; p__Cyanobacteria; c__Sericytochromatia; o__Sericytochromatia; f__Sericytochromatia; g__Sericytochromatia; s__uncultured_Halanaerobiaceae,1,0,2,0,2,2,1,1,0,0,0,0
286,3d7fe5248b5ee843d1260706f794fe64,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Pseudonocardia; s__Pseudonocardia_spinosispora,1,1,1,1,1,1,1,1,1,1,1,1
287,59e8ef4ebcb6763aa6963d45f9f6ece2,d__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__C0119; f__C0119; g__C0119; s__uncultured_bacterium,1,0,0,0,0,4,0,0,0,8,0,7
288,7bfa1deeae40a4535d6938e95682faef,d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_13,1,1,1,0,1,1,1,1,0,1,1,1
289,cc396c57815638285f47215700b17a12,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Aeromicrobium,1,1,0,0,0,0,1,0,0,1,1,1
290,c4cedae59d0792df0615aa1da4dda6f5,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Segetibacter; s__uncultured_bacterium,1,0,0,0,0,0,0,0,0,3,2,3
291,4cc10b21a22d3f87316b6bf609f20490,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__uncultured; g__uncultured; s__agricultural_soil,1,1,1,1,1,1,1,1,1,0,0,0
292,5a512815f331139b87619dec6193dddb,d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Blastocatellales; f__Blastocatellaceae; g__Blastocatellaceae; s__uncultured_bacterium,1,1,0,0,0,0,0,0,0,0,1,1
293,c29163aabbda748205e2de10fa963053,d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Thermomicrobiales; f__JG30.KF.CM45; g__JG30.KF.CM45; s__uncultured_bacterium,1,1,0,0,0,0,0,0,0,1,3,4
294,a0b1f105f827e856c5fdb5f98eaecc09,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Variovorax,1,1,0,0,0,0,0,0,0,0,1,1
295,d3bdeab101407e55c0baac63c783e845,d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__uncultured_Rubrobacteria,1,1,1,1,1,0,0,1,1,0,0,0
296,2c813708536ead2f5769b14b1d172d67,d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Thermomicrobiales; f__JG30.KF.CM45; g__JG30.KF.CM45,1,1,1,2,1,0,0,2,2,0,4,3
297,17e1c35fe9c3e381c35c3885f69f9543,d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae,1,1,0,0,0,0,0,0,0,0,2,2
298,3e78be31a817e236946429b0e8b9103b,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Caldilineales; f__Caldilineaceae; g__uncultured,1,2,0,0,0,0,0,1,1,1,4,4
299,84a03dca5237740f089142b8fdb1aa42,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__uncultured; s__uncultured_Verrucomicrobia,1,3,1,2,1,2,2,1,2,4,3,2
300,c732e3c9a3e47745325dae556a523897,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Reyranellales; f__Reyranellaceae; g__Reyranella; s__metagenome,1,1,1,1,1,1,1,1,1,1,2,1
301,58e6f93abb483bf6af71339f78e5ca34,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__Schlesneriaceae; g__Schlesneria; s__uncultured_planctomycete,1,1,1,1,1,0,0,1,1,0,1,1
302,252144477b04132abebefb2cf7734bd1,d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Subgroup_7; f__Subgroup_7; g__Subgroup_7; s__uncultured_bacterium,1,1,1,1,1,0,0,1,1,0,0,0
303,5b9729de8f36c5c58862a7c307059629,d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__S.70; f__S.70; g__S.70; s__uncultured_bacterium,1,1,1,1,1,0,0,1,1,0,0,0
304,17f5f42fad028a1094c62670247f5be8,d__Bacteria; p__Myxococcota; c__bacteriap25; o__bacteriap25; f__bacteriap25; g__bacteriap25,1,1,0,0,0,0,0,2,2,0,0,0
305,54311577cdb92cb7c122ad2aed3f84b2,d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Geobacterales; f__Geobacteraceae; g__Geobacter,1,1,1,1,1,1,1,1,1,0,0,0
306,44c19423dc8443e50fa6d5afb98d0b84,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__RBG.13.54.9; f__RBG.13.54.9; g__RBG.13.54.9; s__uncultured_bacterium,1,1,0,0,0,0,0,0,0,1,1,1
307,fa570b16d9174bbe849d81c22f119aaa,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__uncultured; s__uncultured_verrucomicrobium,1,1,1,1,1,0,0,1,1,0,1,1
308,b0aabe04688181f004b12e3da461cc1f,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__IS.44; s__metagenome,1,1,0,0,0,0,0,0,0,1,1,1
309,33ff3b33442edd44b52a2890f750c95e,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Flavitalea; s__uncultured_bacterium,1,1,1,0,1,1,0,0,0,1,1,1
310,e8c1e518b86dd58e81f3a2d84eb44547,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__uncultured; s__uncultured_soil,1,1,0,0,0,0,0,0,0,1,2,1
311,7639ed933fdab652179367708185078f,d__Bacteria; p__Armatimonadota; c__uncultured; o__uncultured; f__uncultured; g__uncultured; s__uncultured_actinobacterium,1,1,1,1,1,0,0,1,1,0,0,0
312,33883e42d203e23744c02102bfbcd79b,d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Phaselicystidaceae; g__Phaselicystis; s__uncultured_Polyangiaceae,1,1,1,1,1,0,0,1,1,0,0,0
313,344dafe7bf37ec053b3ef832bedcafb8,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Microscillaceae; g__Chryseolinea; s__uncultured_bacterium,1,1,1,0,1,0,0,0,0,1,2,1
314,0e050ee91a278d337d27ca994b711912,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Rhizorhapis; s__metagenome,1,1,0,0,0,0,0,0,0,1,1,1
315,5513467c0cf6e059e077a0649442a372,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Mycobacteriaceae; g__Mycobacterium; s__metagenome,1,1,1,1,1,0,0,0,0,0,1,1
316,fd093ed8d1d6d848f54066e3bbb43288,d__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__C0119; f__C0119; g__C0119; s__uncultured_Chloroflexi,1,1,2,0,2,0,0,0,0,1,1,1
317,1a3ae9e02c2bf2708db7f962e5b48c74,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae,1,1,0,0,0,0,0,0,0,1,1,1
318,b195530200cb97471ec626ca1d402edf,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Rhodanobacter,1,1,0,0,0,0,1,0,1,2,1,1
319,db8eb6076c66094d44d1c72efbbbf6fc,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__mle1,1,1,1,1,1,0,0,1,1,0,0,0
320,0646594904384c952cfd5d4c31c38e48,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium; s__metagenome,1,1,1,1,1,0,0,1,1,0,1,1
321,bc52d420ee74215ed286fab9f3133954,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Dongiales; f__Dongiaceae; g__Dongia,1,1,1,1,1,0,0,1,1,0,0,0
322,e64885b9974f8408eb18af0e17bcee82,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Nitrosococcales; f__Nitrosococcaceae; g__wb1.P19; s__uncultured_bacterium,1,1,1,1,1,0,0,1,1,0,0,0
323,deb5978fa9538f45db2c0ea47d7d648f,d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__uncultured; s__uncultured_bacterium,1,1,0,0,0,0,0,0,0,0,1,1
324,cd5d0017f6346d3fc363249df25a5aa5,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__S.BQ2.57_soil_group; f__S.BQ2.57_soil_group; g__S.BQ2.57_soil_group; s__uncultured_Verrucomicrobia,1,2,2,2,2,1,1,2,2,2,2,0
325,4b55d8fe348e1dc1b9b208299ed754b8,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__uncultured; s__uncultured_soil,1,1,1,1,1,0,0,1,1,0,0,0
326,6e1c5737bd3f2758f500ce60ce1f1240,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__Pedosphaeraceae; s__uncultured_bacterium,1,1,1,1,1,0,0,3,3,0,0,0
327,f4f8f88186a9e7a62b6d833459cc7e82,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Phyllobacterium,1,1,1,1,1,0,0,1,1,0,1,1
328,dfd25005b7902a73578a17eb9ae6413c,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methyloligellaceae; g__uncultured,1,1,1,1,1,0,0,1,1,0,1,1
329,6eddebc5e2ee45a26b8746f72b224d3c,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__uncultured; s__uncultured_bacterium,1,2,1,0,1,0,0,0,0,3,4,5
330,00d433f0339a728bbb27ab0afa085b7d,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__uncultured; g__uncultured,1,1,1,1,1,0,0,1,1,0,1,1
331,5743bb9959dd962a7b4d4a6a1987da26,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Bradyrhizobium; s__metagenome,1,1,1,1,1,1,0,1,1,1,1,1
332,324792d80a7bdee8e81e5887b4504842,d__Bacteria; p__Myxococcota; c__bacteriap25; o__bacteriap25; f__bacteriap25; g__bacteriap25; s__uncultured_soil,1,1,1,1,1,0,0,2,2,0,0,0
333,f6edbcb91f18c1dcc550ce2c68333165,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Geodermatophilaceae; g__Blastococcus,1,1,1,1,1,0,0,1,1,1,1,2
334,088803eaa6771149ae86ad28d9ffe2e7,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiales_Incertae_Sedis; g__Nordella,1,1,2,2,2,0,0,2,2,0,0,0
335,9e009a61a1eaaf8ab02bd92eed63b2e6,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__uncultured; s__uncultured_Sphingobacteriales,1,1,1,1,1,0,0,1,1,1,1,1
336,05244bb385efa9f7ca304f011ab59ddd,d__Bacteria; p__Cyanobacteria; c__Vampirivibrionia; o__Obscuribacterales; f__Obscuribacteraceae; g__Obscuribacteraceae; s__metagenome,1,1,1,1,1,1,1,1,1,1,1,1
337,929e8450daa3418e6311c0a70f6aae0c,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__Rubinisphaeraceae; g__SH.PL14; s__metagenome,1,1,1,1,1,0,0,1,1,1,5,5
338,3192a0ddaa74c0d6486e4f9c2867da5a,d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Blastocatellales; f__Blastocatellaceae; g__Aridibacter,1,1,1,1,1,0,0,1,1,0,1,1
339,88dd1a1eabf39df27569e08f4aa6aaa6,d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__uncultured; g__uncultured; s__uncultured_Acidobacteriaceae,1,1,1,1,1,1,0,1,1,0,1,1
340,0b740c9fb2c753a7e34f0f9892271296,d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Blastocatellales; f__Blastocatellaceae; g__Stenotrophobacter; s__uncultured_bacterium,1,1,1,1,1,0,0,1,1,0,1,1
341,43e7568ca9f141c79b1104cc520c679f,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Pirellula; s__agricultural_soil,1,1,1,1,1,1,1,1,1,1,2,2
342,1b14214e25d1c3c3c37a2e06356af2fd,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Caldilineales; f__Caldilineaceae; g__uncultured; s__uncultured_bacterium,1,1,1,1,1,0,0,1,1,0,2,2
343,0643ca1b0289e3df5dd3ae2483c6f4b7,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Isosphaerales; f__Isosphaeraceae; g__Singulisphaera,1,1,2,2,2,1,1,1,1,2,2,2
344,ddd479a8ff1149f2e0c96410a9e24bb0,d__Bacteria; p__Myxococcota; c__bacteriap25; o__bacteriap25; f__bacteriap25; g__bacteriap25; s__metagenome,1,1,1,1,1,0,0,1,1,0,0,1
345,313bd817810c711a8c9da9f9bec01bd8,d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Subgroup_17; f__Subgroup_17; g__Subgroup_17,1,1,1,1,1,1,0,1,1,0,1,1
346,df4f7acf5a547d28507d34465fb22761,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptosporangiales; f__Streptosporangiaceae; g__Streptosporangium,1,1,1,1,1,1,1,1,1,1,1,1
347,72869430d4c8c31483646b4d22a08cbd,d__Bacteria; p__Chloroflexi; c__Gitt.GS.136; o__Gitt.GS.136; f__Gitt.GS.136; g__Gitt.GS.136; s__uncultured_bacterium,1,1,1,1,1,1,1,1,1,0,0,0
348,367fd0532f406448a26bcca3b54e8e2b,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Rubritaleaceae; g__Luteolibacter,1,2,1,1,1,0,0,1,0,1,2,2
349,05bb5705537c4b2d1a3463f87a31f133,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__A4b; s__uncultured_bacterium,1,1,1,1,1,0,0,1,1,0,3,2
350,167177802ba8c61c6caaaf29113a0ff0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Dokdonella; s__uncultured_Dokdonella,1,1,1,1,1,0,0,1,1,0,1,1
351,5de92f9a16b3bdaf5ed6e25f39f9d3af,d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__WD2101_soil_group; g__WD2101_soil_group; s__uncultured_planctomycete,1,1,2,2,2,1,2,2,2,3,3,3
352,7c308ca674176e4ca57be49f6c288f84,d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__Vicinamibacteraceae; s__uncultured_Acidobacteria,1,1,1,1,1,0,0,1,1,0,1,1
353,711bbca4653522f565a0bf0e18cb7c8c,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae,1,1,1,1,1,1,0,0,0,1,1,1
354,0afec0266bf5333cd27cdc719fcf6455,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SC.I.84; g__SC.I.84; s__uncultured_beta,1,1,1,1,1,0,1,1,1,0,0,0
355,2a9c5b347e2aeea6dd8df03c54868ded,d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__RB41; s__Arenimicrobium_luteum,1,1,0,1,0,0,0,0,0,0,1,1
356,6f4b84172a3a72fcc6fed63f4b2dc7a3,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__Steroidobacter,1,1,0,0,0,0,0,1,0,1,3,2
357,601e6e1bc420c42bdf91d301fadeb78f,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Xiphinematobacteraceae; g__Candidatus_Xiphinematobacter,1,2,2,2,2,3,2,3,2,3,0,3
358,f8cc519d95b9b704b8c5802e54598b99,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__D05.2; g__D05,1,1,1,1,1,0,0,0,0,0,1,1
359,c6d7d6674f5c84a48ff8cf5cda07206c,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Luteibacter,1,1,0,1,0,1,0,1,1,1,1,1
