Sample_ID	Full_name_old	Plot	combo	Block_Unit	Depth	Date	samples	Weight (g)	combo	Unit	Block	Depth	Sampling Date	Soil Horizon	Date Processed	Sample Type	Water  (g)	Water Content [(w_d)/d]  (g/g)	Total Sample Dry Weight (g)	Soil pH	C (%)	N (%)	NH4_N (mg/L)	NO3_N(mg/L)	Notes		OTUID	D												
ASCC_160	TP	2	TP_13_OM	13	OM	9/5/23	ASCC160_2_13_0923_TP_1C	0.46	TP_13_OM	2	1	OM	45174	O-Horizon	45204	NORM	NA	0.059554194	69.42	NA	37.1691	1.2219	NA	NA			ASCC	259							37	823	SF	1C	OM	
ASCC_161	TP	6	TP_38_OM	38	OM2	9/6/23	ASCC161_6_38_0923_TP_1C2	0.24	TP_38_OM	6	2	OM	45175	O-Horizon	45190	NORM	NA	0.048052824	643.74	NA	23.0455	1.0578	NA	NA			ASCC	26							C4	6	923	SJ	1C	15
ASCC_162	TP	1	TP_3_OM	3	OM	9/5/23	ASCC162_1_3_0923_TP_1C	0.29	TP_3_OM	1	1	OM	45174	O-Horizon	45204	NORM	NA	0.096225352	276.9	NA	27.2432	1.2959	NA	NA			ASCC	263							122	823	SF	1C	OM	
ASCC_163	TP	13	TP_88_OM	88	OM	9/5/23	ASCC163_13_88_0923_TP_1C	0.31	TP_88_OM	13	4	OM	45174	O-Horizon	45191	NORM	NA	0.06305578	60.13	NA	30.193	1.0967	NA	NA			ASCC	264							101	823	SF	1C	OM	
ASCC_164	TP	2	TP_12_OM	12	OM	9/5/23	ASCC164_2_12_0923_TP_1C	0.33	TP_12_OM	2	1	OM	45174	O-Horizon	45204	NORM	NA	0.053852527	107.21	NA	43.251	1.2681	NA	NA			ASCC	266							139	823	SF	1C	OM	
ASCC_165	TP	7	TP_44_OM	44	OM	9/6/23	ASCC165_7_44_0923_TP_1C	0.25	TP_44_OM	7	2	OM	45175	O-Horizon	45191	NORM	NA	0.067881864	227.35	NA	26.1241	1.1629	NA	NA			ASCC	267							26	823	SF	1C	OM	
ASCC_166	TP	5	TP_32_OM	32	OM	9/6/23	ASCC166_5_32 0923_TP_1C	0.28	TP_32_OM	5	2	OM	45175	O-Horizon	45190	NORM	NA	0.116021713	439.88	NA	21.5747	1.0263	NA	NA			ASCC	268							27	823	SF	1C	OM	
ASCC_167	TP	15	TP_100_OM	100	OM	9/5/23	ASCC167_15_100_0923_TP_1C	0.26	TP_100_OM	15	4	OM	45174	O-Horizon	45204	NORM	NA	0.089912069	217.63	NA	33.6729	1.4439	NA	NA			ASCC	269							162	823	SF	1C	OM	
ASCC_168	TP	10	TP_68_OM	68	OM	9/6/23	ASCC168_10_68_0923_TP_1C	0.25	TP_68_OM	10	3	OM	45175	O-Horizon	45190	NORM	NA	0.083844727	150.79	NA	37.3351	1.4934	NA	NA			ASCC	27							T1A	3	923	SJ	1C	5
ASCC_169	TP	14	TP_97_OM	97	OM	9/5/23	ASCC169_14_97_0923_TP_1C	0.26	TP_97_OM	14	4	OM	45174	O-Horizon	45191	NORM	NA	0.12559775	650.55	NA	25.4515	1.0568	NA	NA			ASCC	270							138	823	SF	1C	OM	
ASCC_170	TP	12	TP_82_OM	82	OM	9/5/23	ASCC170_12_82_0923_TP_1C	0.34	TP_82_OM	12	3	OM	45174	O-Horizon	45201	NORM	NA	0.030967065	391.7	NA	27.9906	1.2762	NA	NA			ASCC	272							43	823	SF	1C	OM	
ASCC_171	TP	3	TP_16_OM	16	OM	9/6/23	ASCC171_3_16_0923_TP_1C	0.51	TP_16_OM	3	1	OM	45175	O-Horizon	45201	NORM	NA	0.114638448	373.53	NA	19.6338	0.9188	NA	NA			ASCC	273							112	823	SF	1C	OM	
ASCC_172	TP	11	TP_72_OM	72	OM	9/6/23	ASCC172_11_72_0923_TP_1C	0.2	TP_72_OM	11	3	OM	45175	O-Horizon	45190	NORM	NA	0.081525393	174.28	NA	34.6309	1.4156	NA	NA			ASCC	274							40	823	SF	1C	OM	
ASCC_173	TP	5	TP_33_OM	33	OM	9/6/23	ASCC173_5_33_0923_TP_1C	0.58	TP_33_OM	5	2	OM	45175	O-Horizon	45190	NORM	NA	0.088313273	436.86	NA	20.4711	0.7385	NA	NA			ASCC	275							125	823	SF	1C	OM	
ASCC_174	TP	3	TP_15_OM	15	OM	9/6/23	ASCC174_3_15_0923_TP_1C	0.26	TP_15_OM	3	1	OM	45175	O-Horizon	45191	NORM	NA	0.106208351	276.26	NA	28.5669	1.1869	NA	NA			ASCC	276							64	823	SF	1C	OM	
ASCC_175	TP	10	TP_67_OM	67	OM	9/6/23	ASCC175_10_67_0923_TP_1C	0.32	TP_67_OM	10	3	OM	45175	O-Horizon	45190	NORM	NA	0.045926551	366	NA	25.4601	1.1402	NA	NA			ASCC	277							57	823	SF	1C	5	
ASCC_176	TP	8	TP_52_OM	52	OM	9/6/23	ASCC176_8_52_0923_TP_1C	0.33	TP_52_OM	8	2	OM	45175	O-Horizon	45191	NORM	NA	0.135594093	204.98	NA	36.209	1.4576	NA	NA			ASCC	278							85	823	SF	1C	15	
ASCC_177	TP	14	TP_94_OM	94	OM	9/5/23	ASCC177_14_94_0923_TP_1C	0.34	TP_94_OM	14	4	OM	45174	O-Horizon	45191	NORM	NA	0.150429296	732.93	NA	24.164	1.0637	NA	NA			ASCC	279							168	823	SF	1C	15	
ASCC_178	TP	4	TP_26_OM	26	OM	9/6/23	ASCC178_4_26_0923_TP_1C	0.36	TP_26_OM	4	1	OM	45175	O-Horizon	45191	NORM	NA	0.09377602	298.89	NA	39.2356	1.2422	NA	NA			ASCC	28							C1	5	923	SJ	1C	15
ASCC_179	TP	16	TP_110_OM	110	OM	9/5/23	ASCC179_16_110_0923_TP_1C	0.2	TP_110_OM	16	4	OM	45174	O-Horizon	45204	NORM	NA	0.085034918	424.48	NA	34.9216	1.2814	NA	NA			ASCC	280							37	823	SF	1C	15	
ASCC_180	TP	7	TP_43_OM	43	OM	9/6/23	ASCC180_7_43_0923_TP_1C	0.3	TP_43_OM	7	2	OM	45175	O-Horizon	45191	NORM	NA	0.041409447	154.82	NA	28.5063	1.0598	NA	NA			ASCC	281							103	823	SF	1C	5	
ASCC_181	TP	11	TP_73_OM	73	OM	9/6/23	ASCC181_11_73_0923_TP_1C	0.13	TP_73_OM	11	3	OM	45175	O-Horizon	45190	NORM	NA	0.130813953	203.29	NA	41.1597	1.4	NA	NA			ASCC	282							154	823	SF	1C	15	
ASCC_182	TP	1	TP_4_OM	4	OM	9/5/23	ASCC182_1_4_0923_TP_1C	0.31	TP_4_OM	1	1	OM	45174	O-Horizon	45204	NORM	NA	0.071025134	81.47	NA	25.4188	1.2421	NA	NA			ASCC	284							154	823	SF	1C	5	
ASCC_183	TP	4	TP_24_OM	24	OM	9/6/23	ASCC183_4_24_0923_TP_1C	0.54	TP_24_OM	4	1	OM	45175	O-Horizon	45201	NORM	NA	0.080317989	437.08	NA	23.2798	0.9444	NA	NA			ASCC	286							162	823	SF	1C	5	
ASCC_184	TP	6	TP_39_OM	39	OM	9/6/23	ASCC184_6_39_0923_TP_1C	0.29	TP_39_OM	6	2	OM	45175	O-Horizon	45190	NORM	NA	0.041810066	304.12	NA	23.3588	0.8829	NA	NA			ASCC	288							8	823	SF	1C	OM	
ASCC_185	TP	15	TP_101_OM	101	OM	9/5/23	ASCC185_15_101_0923_TP_1C	0.18	TP_101_OM	15	4	OM	45174	O-Horizon	45204	NORM	NA	0.056073456	153.32	NA	45.1802	1.2243	NA	NA			ASCC	289							114	823	SF	1C	15	
ASCC_186	TP	9	TP_60_OM	60	OM	9/6/23	ASCC186_9_60_0923_TP_1C	0.22	TP_60_OM	9	3	OM	45175	O-Horizon	45190	NORM	NA	0.239245347	366.31	NA	30.8883	1.1377	NA	NA			ASCC	29							C3	3	923	SJ	1C	15
ASCC_187	TP	9	TP_58_OM	58	OM	9/6/23	ASCC187_9_58_0923_TP_1C	0.25	TP_58_OM	9	3	OM	45175	O-Horizon	45190	NORM	NA	0.010499886	54.46	NA	27.5471	0.8033	NA	NA			ASCC	290							101	823	SF	1C	5	
ASCC_188	TP	12	TP_84_OM	84	OM	9/5/23	ASCC188_12_84_0923_TP_1C	0.21	TP_84_OM	12	3	OM	45174	O-Horizon	45201	NORM	NA	0.28443136	693.87	NA	33.4518	1.1672	NA	NA			ASCC	291							84	823	SF	1C	15	
ASCC_189	TP	13	TP_87_OM	87	OM	9/5/23	ASCC189_13_87_0923_TP_1C	0.25	TP_87_OM	13	4	OM	45174	O-Horizon	45191	NORM	NA	0.020683597	135.87	NA	19.3251	0.9832	NA	NA			ASCC	292							55	823	SF	1C	5	
ASCC_190	TP	16	TP_111_OM	111	OM	9/5/23	ASCC190_16_111_0923_SJ_1C	0.26	TP_111_OM	16	4	OM	45174	O-Horizon	45201	NORM	NA	0.124461085	98.79	NA	37.9207	1.3787	NA	NA			ASCC	293							62	823	SF	1C	5	
ASCC_191	SJ	TB3	SJ_TB3_OM	2	OM	9/27/23	ASCC191_TB3_2_0923_SJ_1C	0.17	SJ_TB3_OM	TB	3	OM	45196	O-Horizon	45246	NORM	NA	0.377164539	485.83	NA	36.2527	1.6755	NA	NA			ASCC	295							26	823	SF	1C	5	
ASCC_192	SJ	T2A	SJ_TA2_OM	4	OM	9/27/23	ASCC192_T2A_4_0923_SJ_1C	0.21	SJ_TA2_OM	TA	2	OM	45195	O-Horizon	45212	NORM	NA	0.30991426	651.63	NA	22.1774	1.3168	NA	NA			ASCC	296							122	823	SF	1C	5	
ASCC_193	SJ	TB3	SJ_TB3_OM	6	OM2	9/27/23	ASCC193_TB3_6_0923_SJ_1C2	0.14	SJ_TB3_OM	TB	3	OM	45196	O-Horizon	45246	NORM	NA	0.377164539	485.83	NA	36.2527	1.6755	NA	NA			ASCC	297							64	823	SF	1C	15	
ASCC_194	SJ	C1	SJ_C1_OM	5	OM	9/26/23	ASCC194_C1_5_0923_SJ_1C	0.18	SJ_C1_OM	C	1	OM	45195	O-Horizon	45244	NORM	NA	0.316258213	693.24	NA	23.334	1.3671	NA	NA			ASCC	298							76	823	SF	1C	5	
ASCC_195	SJ	C2	SJ_C2_OM	2	OM	9/26/23	ASCC195_C2_2_0923_SJ_1C	0.32	SJ_C2_OM	C	2	OM	45195	O-Horizon	45212	NORM	NA	0.523556496	967.5	NA	34.1503	1.6465	NA	NA			ASCC	299							5	823	SF	1C	5	
ASCC_196	SJ	T1B	SJ_TB1_OM	3	OM	9/26/23	ASCC196_T1B_3_0923_SJ_1C	0.21	SJ_TB1_OM	TB	1	OM	45195	O-Horizon	45246	NORM	NA	0.397687261	570.71	NA	28.9579	1.3185	NA	NA			ASCC	3							T4A	5	923	SJ	1C	5
ASCC_197	SJ	T1B	SJ_TB1_OM	5	OM2	9/26/23	ASCC197_T1B_5_0923_SJ_1C2	0.49	SJ_TB1_OM	TB	1	OM	45195	O-Horizon	45246	NORM	NA	0.397687261	570.71	NA	28.9579	1.3185	NA	NA			ASCC	30							T1A	2	923	SJ	1C	15
ASCC_198	SJ	T1C	SJ_TC1_OM	6	OM	9/26/23	ASCC198_T1C_6_0923_SJ_1C	0.18	SJ_TC1_OM	TC	1	OM	45195	O-Horizon	45244	NORM	NA	0.433282454	614.4	NA	32.4629	1.454	NA	NA			ASCC	300							32	823	SF	1C	15	
ASCC_199	SJ	T1C	SJ_TC1_OM	4	OM2	9/26/23	ASCC199_T1C_4_0923_SJ_1C2	0.19	SJ_TC1_OM	TC	1	OM	45195	O-Horizon	45244	NORM	NA	0.433282454	614.4	NA	32.4629	1.454	NA	NA			ASCC	301							16	823	SF	1C	15	
ASCC_200	SJ	C1	SJ_C1_OM	5	OM2	9/26/23	ASCC200_C1_5_0923_SJ_1C2	0.25	SJ_C1_OM	C	1	OM	45195	O-Horizon	45244	NORM	NA	0.316258213	693.24	NA	23.334	1.3671	NA	NA			ASCC	302							151	823	SF	1C	5	
ASCC_201	SJ	TB2	SJ_TB2_OM	4	OM	9/26/23	ASCC201_TB2_4_0923_SJ_1C	0.15	SJ_TB2_OM	TB	2	OM	45195	O-Horizon	45246	NORM	NA	0.31481033	959.4	NA	29.9266	1.4451	NA	NA			ASCC	303							43	823	SF	1C	5	
ASCC_202	SJ	C4	SJ_C4_OM	6	OM	9/28/23	ASCC202_C4_6_0923_SJ_1C	0.11	SJ_C4_OM	C	4	OM	45194	O-Horizon	45246	NORM	NA	0.258958243	881.5	NA	19.0096	1.28	NA	NA			ASCC	304							8	823	SF	1C	5	
ASCC_203	SJ	C3	SJ_C3_OM	4	OM	9/27/23	ASCC203_C3_4_0923_SJ_1C	0.32	SJ_C3_OM	C	3	OM	45196	O-Horizon	45212	NORM	NA	0.089994933	564.12	NA	40.3262	1.5891	NA	NA			ASCC	305							38	823	SF	1C	5	
ASCC_204	SJ	T4A	SJ_TA4_OM	4	OM	9/25/23	ASCC204_T4A_4_0923_SJ_1C	0.19	SJ_TA4_OM	TA	4	OM	45197	O-Horizon	45244	NORM	NA	0.325789731	583.44	NA	25.4968	1.3839	NA	NA			ASCC	306							8	823	SF	1C	15	
ASCC_205	SJ	C2	SJ_C2_OM	5	OM	9/26/23	ASCC205_C2_5_0923_SJ_1C	0.26	SJ_C2_OM	C	2	OM	45195	O-Horizon	45212	NORM	NA	0.523556496	967.5	NA	34.1503	1.6465	NA	NA			ASCC	307							125	823	SF	1C	5	
ASCC_206	SJ	T4B	SJ_TB4_OM	4	OM	9/25/23	ASCC206_T4B_4_0923_SJ_1C	0.15	SJ_TB4_OM	TB	4	OM	45194	O-Horizon	45247	NORM	NA	0.205850594	458.46	NA	26.5462	1.5498	NA	NA			ASCC	308							64	823	SF	1C	5	
ASCC_207	SJ	T3A	SJ_TA3_OM	6	OM	9/27/23	ASCC207_T3A_6_0923_SJ_1C	0.39	SJ_TA3_OM	TA	3	OM	45196	O-Horizon	45246	NORM	NA	0.564725215	434.37	NA	33.2772	1.64	NA	NA			ASCC	309							26	823	SF	1C	15	
ASCC_208	SJ	T1A	SJ_TA1_OM	6	OM	9/26/23	ASCC208_T1A_6_0923_SJ_1C	0.12	SJ_TA1_OM	TA	1	OM	45195	O-Horizon	45246	NORM	NA	0.114320604	714.29	NA	25.397	1.0772	NA	NA			ASCC	31							T4B	5	923	SJ	1C	5
ASCC_209	SJ	T3A	SJ_TA3_OM	5	OM	9/27/23	ASCD209_T3A_5_0923_SJ_1C	0.28	SJ_TA3_OM	TA	3	OM	45196	O-Horizon	45246	NORM	NA	0.564725215	434.37	NA	33.2772	1.64	NA	NA			ASCC	310							122	823	SF	1C	15	
ASCC_210	SJ	T2C	SJ_TC2_OM	7	OM	9/27/23	ASCC210_T2C_7_0923_SJ_1C	0.18	SJ_TC2_OM	TC	2	OM	45196	O-horizon	45212	NORM	NA	0.179136062	944.1	NA	36.6209	1.5148	NA	NA			ASCC	311							103	823	SF	1C	15	
ASCC_211	SJ	C4	SJ_C4_OM	4	OM	9/25/23	ASCC211_C4_4_0923_SJ_1C	0.2	SJ_C4_OM	C	4	OM	45194	O-Horizon	45246	NORM	NA	0.258958243	881.5	NA	19.0096	1.28	NA	NA			ASCC	312							27	823	SF	1C	5	
ASCC_212	SJ	TC3	SJ_TC3_OM	6	OM	9/26/23	ASCC212_T4C_6_0923_SJ_1C	0.36	SJ_TC3_OM	TC	3	OM	45196	O-Horizon	45246	NORM	NA	0.620163803	449.02	NA	36.0613	1.947	NA	NA			ASCC	313							55	823	SF	1C	15	
ASCC_213	SJ	T3A	SJ_TA3_OM	4	OM	9/27/23	ASCC213_T3A_4_0923_SJ_1C	0.15	SJ_TA3_OM	TA	3	OM	45196	O-Horizon	45246	NORM	NA	0.564725215	434.37	NA	33.2772	1.64	NA	NA			ASCC	314							151	823	SF	1C	15	
ASCC_214	SJ	C1	SJ_C1_OM	4	OM	9/26/23	ASCC214_C1_4_0923_SJ_1C	0.28	SJ_C1_OM	C	1	OM	45195	O-Horizon	45244	NORM	NA	0.316258213	693.24	NA	23.334	1.3671	NA	NA			ASCC	315							75	823	SF	1C	15	
ASCC_215	SJ	T4A	SJ_TA4_OM	6	OM	9/28/23	ASCC215_T4A_6_0923_SJ_1C	0.16	SJ_TA4_OM	TA	4	OM	45197	O-Horizon	45244	NORM	NA	0.325789731	583.44	NA	25.4968	1.3839	NA	NA			ASCC	316							114	823	SF	1C	5	
ASCC_216	SJ	T4B	SJ_TB4_OM	5	OM	9/28/23	ASCC216_T4B_5_0923_SJ_1C	0.24	SJ_TB4_OM	TB	4	OM	45194	O-Horizon	45247	NORM	NA	0.205850594	458.46	NA	26.5462	1.5498	NA	NA			ASCC	317							101	823	SF	1C	15	
ASCC_217	SJ	TB3	SJ_TB3_OM	5	OM	9/27/23	ASCC217_TB3_5_0923_SJ_1C	0.51	SJ_TB3_OM	TB	3	OM	45196	O-Horizon	45246	NORM	NA	0.377164539	485.83	NA	36.2527	1.6755	NA	NA			ASCC	318							162	823	SF	1C	15	
ASCC_218	SJ	T1A	SJ_TA1_OM	3	OM	9/26/23	ASCC218_T1A_3_0923_SJ_1C	0.17	SJ_TA1_OM	TA	1	OM	45195	O-Horizon	45246	NORM	NA	0.114320604	714.29	NA	25.397	1.0772	NA	NA			ASCC	319							37	823	SF	1C	5	
ASCC_219	SJ	T4A	SJ_TA4_OM	3	OM	9/25/23	ASCC219_T4A_3_0923_SJ_1C	0.29	SJ_TA4_OM	TA	4	OM	45197	O-Horizon	45244	NORM	NA	0.325789731	583.44	NA	25.4968	1.3839	NA	NA			ASCC	32							C3	5	923	SJ	1C	15
ASCC_220	SJ	T1A	SJ_TA1_OM	2	OM	9/26/23	ASCC220_T1A_2_0923_SJ_1C	0.25	SJ_TA1_OM	TA	1	OM	45195	O-Horizon	45246	NORM	NA	0.114320604	714.29	NA	25.397	1.0772	NA	NA			ASCC	320							32	823	SF	1C	5	
ASCC_221	SJ	C4	SJ_C4_OM	3	OM	9/25/23	ASCC221_C4_3_0923_SJ_1C	0.32	SJ_C4_OM	C	4	OM	45194	O-Horizon	45246	NORM	NA	0.258958243	881.5	NA	19.0096	1.28	NA	NA			ASCC	321							62	823	SF	1C	15	
ASCC_222	SJ	T1A	SJ_TA1_OM	2	OM	9/26/23	ASCC222_T1A_2_0923_SJ_1C	0.31	SJ_TA1_OM	TA	1	OM	45195	O-Horizon	45246	NORM	NA	0.114320604	714.29	NA	25.397	1.0772	NA	NA			ASCC	322							13	823	SF	1C	5	
ASCC_223	SJ	C2	SJ_C2_OM	4	OM	9/27/23	ASCC223_C2_4_0923_SJ_1C	0.14	SJ_C2_OM	C	2	OM	45195	O-Horizon	45212	NORM	NA	0.523556496	967.5	NA	34.1503	1.6465	NA	NA			ASCC	323							125	823	SF	1C	15	
ASCC_224	SJ	C3	SJ_C3_OM	5	OM	9/27/23	ASCC224_C3_5_0923_SJ_1C	0.25	SJ_C3_OM	C	3	OM	45196	O-Horizon	45212	NORM	NA	0.089994933	564.12	NA	40.3262	1.5891	NA	NA			ASCC	324							112	823	SF	1C	15	
ASCC_225	SJ	T1C	SJ_TC1_OM	4	OM	9/26/23	ASCC225_T1C_4_0923_SJ_1C	0.17	SJ_TC1_OM	TC	1	OM	45195	O-Horizon	45244	NORM	NA	0.433282454	614.4	NA	32.4629	1.454	NA	NA			ASCC	325							84	823	SF	1C	5	
ASCC_226	SJ	T2C	SJ_TC2_OM	5	OM	9/27/23	ASCC226_T2C_5_0923_SJ_1C	0.19	SJ_TC2_OM	TC	2	OM	45196	O-horizon	45212	NORM	NA	0.179136062	944.1	NA	36.6209	1.5148	NA	NA			ASCC	326							57	823	SF	1C	15	
ASCC_227	SJ	TB3	SJ_TB3_OM	6	OM	9/27/23	ASCC227_TB3_3_0923_SJ_1C	0.13	SJ_TB3_OM	TB	3	OM	45196	O-Horizon	45246	NORM	NA	0.377164539	485.83	NA	36.2527	1.6755	NA	NA			ASCC	327							13	823	SF	1C	15	
ASCC_228	SJ	T4B	SJ_TB4_OM	3	OM	9/25/23	ASCC228_T4B_3_0923_SJ_1C	0.33	SJ_TB4_OM	TB	4	OM	45194	O-Horizon	45247	NORM	NA	0.205850594	458.46	NA	26.5462	1.5498	NA	NA			ASCC	328							168	823	SF	1C	5	
ASCC_229	SJ	C3	SJ_C3_OM	3	OM	9/27/23	ASCC229_C3_3_0923_SJ_1C	0.25	SJ_C3_OM	C	3	OM	45196	O-Horizon	45212	NORM	NA	0.089994933	564.12	NA	40.3262	1.5891	NA	NA			ASCC	329							85	823	SF	1C	5	
ASCC_230	SJ	TB2	SJ_TB2_OM	3	OM	9/26/23	ASCC230_TB2_3_0923_SJ_1C	0.14	SJ_TB2_OM	TB	2	OM	45195	O-Horizon	45246	NORM	NA	0.31481033	959.4	NA	29.9266	1.4451	NA	NA			ASCC	33							T2C	7	923	SJ	1C	5
ASCC_231	SJ	T2A	SJ_TA2_OM	3	OM	9/27/23	ASCC231_T2A_3_0923_SJ_1C	0.11	SJ_TA2_OM	TA	2	OM	45195	O-Horizon	45212	NORM	NA	0.30991426	651.63	NA	22.1774	1.3168	NA	NA			ASCC	330							16	823	SF	1C	5	
ASCC_232	SJ	T2A	SJ_TA2_OM	5	OM	9/26/23	ASCC232_T2A_5_0923_SJ_!C	0.58	SJ_TA2_OM	TA	2	OM	45195	O-Horizon	45212	NORM	NA	0.30991426	651.63	NA	22.1774	1.3168	NA	NA			ASCC	331							5	823	SF	1C	5	
ASCC_233	SJ	TC3	SJ_TC3_OM	4	OM	9/27/23	ASCC233_T3C_4_0923_SJ_1C	0.28	SJ_TC3_OM	TC	3	OM	45196	O-Horizon	45246	NORM	NA	0.620163803	449.02	NA	36.0613	1.947	NA	NA			ASCC	332							27	823	SF	1C	15	
ASCC_234	SJ	T4C	SJ_TC4_OM	5	OM	9/25/23	ASCC234_T4C_5_0923_SJ_1C	0.24	SJ_TC4_OM	TC	4	OM	45194	O-Horizon	45247	NORM	NA	0.261723051	577.72	NA	34.4324	1.5434	NA	NA			ASCC	333							40	823	SF	1C	5	
ASCC_235	SJ	C1	SJ_C1_OM	5	OM	9/26/23	ASCC235_C1_5_0923_SJ_1C	0.2	SJ_C1_OM	C	1	OM	45195	O-Horizon	45244	NORM	NA	0.316258213	693.24	NA	23.334	1.3671	NA	NA			ASCC	334							75	823	SF	1C	5	
ASCC_236	SJ	T4C	SJ_TC4_OM	4	OM	9/25/23	ASCC236_T4C_4_0923_SJ_1C	0.25	SJ_TC4_OM	TC	4	OM	45194	O-Horizon	45247	NORM	NA	0.261723051	577.72	NA	34.4324	1.5434	NA	NA			ASCC	336							40	823	SF	1C	15	
ASCC_237	SJ	T1B	SJ_TB1_OM	5	OM	9/26/23	ASCC237_T1B_5_0923_SJ_1C	0.15	SJ_TB1_OM	TB	1	OM	45195	O-Horizon	45246	NORM	NA	0.397687261	570.71	NA	28.9579	1.3185	NA	NA			ASCC	337							43	823	SF	1C	15	
ASCC_238	SF	112	SF_112_0-5cm		0-5cm	8/24/23	ASCC238_112_0823_SF_1C	0.46	SF_112_0-5cm	14	4	0-5cm	45162	Mineral	45163	NORM	0.98	0.108527132	309.6270629	5.355	5.835	0.1911	0.1841	0.19			ASCC	35							T4C	6	923	SJ	1C	5
ASCC_239	SJ	TB2	SJ_TB2_OM	6	OM	9/26/23	ASCC239_TB2_6_0923_SJ_1C	0.27	SJ_TB2_OM	TB	2	OM	45195	O-Horizon	45246	NORM	NA	0.31481033	959.4	NA	29.9266	1.4451	NA	NA			ASCC	37							T1B	5	923	SJ	1C	5
ASCC_240	SJ	TC3	SJ_TC3_OM	5	OM	9/27/23	ASCC240_T3C_5_0923_SJ_1C	0.69	SJ_TC3_OM	TC	3	OM	45196	O-Horizon	45246	NORM	NA	0.620163803	449.02	NA	36.0613	1.947	NA	NA			ASCC	38							T1B	5	923	SJ	1C	15
ASCC_241	SJ	T1B	SJ_TB1_OM	4	OM	9/26/23	ASCC241_T1B_4_0923_SJ_1C	0.15	SJ_TB1_OM	TB	1	OM	45195	O-Horizon	45246	NORM	NA	0.397687261	570.71	NA	28.9579	1.3185	NA	NA			ASCC	39							T3A	5	923	SJ	1C	5
ASCC_242	SJ	T1C	SJ_TC1_OM	3	OM	9/26/23	ASCC242_T1C_3_0923_SJ_1C	0.13	SJ_TC1_OM	TC	1	OM	45195	O-Horizon	45244	NORM	NA	0.433282454	614.4	NA	32.4629	1.454	NA	NA			ASCC	4							T2B	4	923	SJ	1C	15
ASCC_243	SJ	T2C	SJ_TC2_OM	3	OM	9/27/23	ASCC243_T2C_3_0923_SJ_1C	0.25	SJ_TC2_OM	TC	2	OM	45196	O-horizon	45212	NORM	NA	0.179136062	944.1	NA	36.6209	1.5148	NA	NA			ASCC	40							T3A	4	923	SJ	1C	15
ASCC_244	SJ	TC3	SJ_TC3_OM	3	OM	9/27/23	ASCC244_T3C_3_0923_SJ_1C	0.14	SJ_TC3_OM	TC	3	OM	45196	O-Horizon	45246	NORM	NA	0.620163803	449.02	NA	36.0613	1.947	NA	NA			ASCC	41							TC3	5	923	SJ	1C	15
ASCC_245	SF	76	SF_76_OM		OM	8/24/23	ASCC245_76_0823_SF_1C	0.11	SF_76_OM	8	3	OM	45162	O-Horizon	45166	NORM	NA	0.270940472	669.76	NA	42.304	1.3753	NA	NA			ASCC	42							T3C	3	923	SJ	1C	15
ASCC_246	SF	32	SF_32_OM		OM	8/22/23	ASCC246_32_0823_SF_1C	0.11	SF_32_OM	4	1	OM	45160	O-Horizon	45166	NORM	NA	0.24402143	999.75	NA	28.1521	1.0095	NA	NA			ASCC	43							T1C	3	923	SJ	1C	15
ASCC_247	SF	151	SF_151_OM		OM	8/23/23	ASCC247_151_0823_SF_1C	0.15	SF_151_OM	16	2	OM	45161	O-Horizon	45166	NORM	NA	0.245925518	668.85	NA	30.1965	1.2563	NA	NA			ASCC	44							C4	3	923	SJ	1C	15
ASCC_248	SF	85	SF_85_OM		OM	8/23/23	ASCC248_85_0823_SF_1C	0.25	SF_85_OM	9	3	OM	45162	O-Horizon	45166	NORM	NA	0.490115676	1072.8	NA	32.6543	1.1761	NA	NA			ASCC	45							T3B	2	923	SJ	1C	5
ASCC_249	SF	55	SF_55_OM		OM_A+B	8/22/23	ASCC249_55_0823_SF_1C_AB	0.27	SF_55_OM	7	3	OM	45160	O-Horizon	45166	NORM	NA	0.434718443	1799.5	NA	24.4176	1.0136	NA	NA			ASCC	46							C4	6	923	SJ	1C	5
ASCC_250	SF	55	SF_55_OM		OM	8/22/23	ASCC250_55_SF_0823_1C	0.3	SF_55_OM	7	3	OM	45160	O-Horizon	45166	NORM	NA	0.434718443	1799.5	NA	24.4176	1.0136	NA	NA			ASCC	47							T3C	5	923	SJ	1C	5
ASCC_251	SF	5	SF_5_OM		OM	8/23/23	ASCC251_5_0823_SF_1C	0.17	SF_5_OM	1	1	OM	45161	O-Horizon	45166	NORM	NA	0.27727825	421.33	NA	36.7156	1.2785	NA	NA			ASCC	48							T4A	4	923	SJ	1C	15
ASCC_252	SF	84	SF_84_OM		OM	8/24/23	ASCC252_84_0823_SF_1C	0.2	SF_84_OM	9	3	OM	45162	O-Horizon	45166	NORM	NA	0.459271469	405.31	NA	33.0723	1.5604	NA	NA			ASCC	49							T4A	3	923	SJ	1C	5
ASCC_253	SF	32	SF_32_OM		OM_A+B	8/22/23	ASCC253_32_0823_SF_1C_AB	0.25	SF_32_OM	4	1	OM	45160	O-Horizon	45166	NORM	NA	0.24402143	999.75	NA	28.1521	1.0095	NA	NA			ASCC	5							C2	2	923	SJ	1C	15
ASCC_254	SF	114	SF_114_OM		OM	8/24/23	ASCC254_114_0823_SF_1C	0.21	SF_114_OM	14	4	OM	45162	O-Horizon	45166	NORM	NA	0.676800058	599.99	NA	32.9254	1.4146	NA	NA			ASCC	50							C3	4	923	SJ	1C	15
